FusionName	Fusion_Type	Gene_Symbol	Gene_Position	Fusion_anno	BreakpointLocation	annots	Kinase_domain_retained_Gene1A	Kinase_domain_retained_Gene1B	Reciprocal_exists_either_gene_kinase	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Total_alterations_Over_Patients_in_dataset	Frequency_in_overall_dataset	Total_primary_tumors_mutated_Over_Primary_tumors_in_dataset	Frequency_in_primary_tumors	Total_relapse_tumors_mutated_Over_Relapse_tumors_in_dataset	Frequency_in_relapse_tumors
AC093849.1/HAND2--SCRG1	other	SCRG1	Gene1B		Intergenic	[], duplication			FALSE					1/285	0.35%	0/225	0.00%	0/48	0.00%
ARNTL--BTBD10	other	BTBD10	Gene1B	TCGAFusion	Genic	[FA_CancerSupp, INTRACHROMOSOMAL[chr11:0.00Mb], LOCAL_INVERSION:+:-:[735]], inversion			FALSE	TumorSuppressorGene, TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
ARNTL--BTBD10	other	BTBD10	Gene1B	TCGAFusion	Genic	[FA_CancerSupp, INTRACHROMOSOMAL[chr11:0.00Mb], LOCAL_INVERSION:+:-:[735]], duplication/3'-3'			FALSE	TumorSuppressorGene, TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
CSMD1--CSMD1	frameshift	CSMD1	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr8:2.06Mb]], duplication/non-canonical_splicing			FALSE	TumorSuppressorGene	TumorSuppressorGene			1/285	0.35%	0/225	0.00%	0/48	0.00%
FYN--FYN	frameshift	FYN	Gene1B		Intragenic	[SELFIE, [\ChimerSeq\], INTRACHROMOSOMAL[chr6:0.21Mb]], duplication/non-canonical_splicing	No	No	TRUE	Kinase, Oncogene, Kinase	Kinase, Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
NRCAM--ZNF532	in-frame	ZNF532	Gene1B		Genic	[INTERCHROMOSOMAL[chr7--chr18]], translocation			FALSE	TumorSuppressorGene, Oncogene	TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
CREB3L2--TMEM178B	frameshift	TMEM178B	Gene1B		Genic	[INTRACHROMOSOMAL[chr7:3.07Mb]], duplication/5'-5'			FALSE	CosmicCensus, Oncogene, TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
FRK--FRK/NT5DC1	frameshift	FRK	Gene1B		Intergenic	[], duplication	No	No	FALSE	Kinase, TumorSuppressorGene, Kinase	Kinase, TumorSuppressorGene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
GATB--NIM1K	frameshift	NIM1K	Gene1B		Genic	[INTERCHROMOSOMAL[chr4--chr5]], translocation		No	FALSE		Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
RAB6A--SRF	in-frame	SRF	Gene1B		Genic	[INTERCHROMOSOMAL[chr11--chr6]], translocation/5'-5'			FALSE		TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
SRF--RAB6A	other	RAB6A	Gene1B		Genic	[INTERCHROMOSOMAL[chr6--chr11]], translocation/3'-3'			FALSE	TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
FGFR1--AC123767.1	other	AC123767.1	Gene1B		Genic	[INTRACHROMOSOMAL[chr8:1.05Mb]], inversion	No		FALSE	Kinase, CosmicCensus, Oncogene, Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
FGFR1--ADAM3A	other	ADAM3A	Gene1B		Genic	[INTRACHROMOSOMAL[chr8:0.98Mb]], inversion/5'-5'	No		FALSE	Kinase, CosmicCensus, Oncogene, Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
GPAT4--NRG1/RNU6-663P	frameshift	NRG1	Gene1B		Intergenic	[], duplication			FALSE		CosmicCensus			1/285	0.35%	0/225	0.00%	0/48	0.00%
BACH1--QRICH1	frameshift	QRICH1	Gene1B		Genic	[INTERCHROMOSOMAL[chr21--chr3]], translocation			FALSE	TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
ITGB5--CACNA1D	frameshift	CACNA1D	Gene1B		Genic	[INTRACHROMOSOMAL[chr3:70.95Mb]], inversion			FALSE		CosmicCensus			1/285	0.35%	0/225	0.00%	0/48	0.00%
STAG2--OPHN1	frameshift	OPHN1	Gene1B		Genic	[INTRACHROMOSOMAL[chrX:55.53Mb]], duplication/5'-5'			FALSE	CosmicCensus, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
ALK--PPP1CB	frameshift	PPP1CB	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:0.39Mb]], inversion	No		TRUE	Kinase, CosmicCensus, Oncogene, Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
ALK--SPDYA	frameshift	SPDYA	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:0.34Mb]], inversion	No		TRUE	Kinase, CosmicCensus, Oncogene, Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
ALK--SPDYA	other	SPDYA	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:0.34Mb]]	No		TRUE	Kinase, CosmicCensus, Oncogene, Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
PPP1CB--ALK	in-frame	ALK	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:0.39Mb]], inversion		Yes	TRUE		Kinase, CosmicCensus, Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
PPP1CB--ALK	other	ALK	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:0.39Mb]]		No	TRUE		Kinase, CosmicCensus, Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
SPDYA--ALK	in-frame	ALK	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:0.34Mb]], inversion		Yes	TRUE		Kinase, CosmicCensus, Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
SPDYA--ALK	other	ALK	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:0.34Mb]], inversion		No	TRUE		Kinase, CosmicCensus, Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
BRAF--KIAA1549	frameshift	KIAA1549	Gene1B		Genic	[INTRACHROMOSOMAL[chr7:1.74Mb]], deletion	No		TRUE	Kinase, CosmicCensus, Oncogene, Kinase	CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
BRAF--KIAA1549	in-frame	KIAA1549	Gene1B		Genic	[INTRACHROMOSOMAL[chr7:1.74Mb]], deletion	No		TRUE	Kinase, CosmicCensus, Oncogene, Kinase	CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
KIAA1549--BRAF	in-frame	BRAF	Gene1B	TCGAFusion	Genic	[Cosmic, ChimerPub, ChimerSeq, chimerdb_pubmed, ChimerKB, INTRACHROMOSOMAL[chr7:1.74Mb]], duplication		Yes	TRUE	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			114/285	40.00%	0/225	0.00%	0/48	0.00%
PTBP1--LINC01836	frameshift	LINC01836	Gene1B		Genic	[INTRACHROMOSOMAL[chr19:0.01Mb], LOCAL_REARRANGEMENT:+:[11995]], duplication			FALSE	Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
ZNF507--LINC01837	frameshift	LINC01837	Gene1B		Genic	[INTRACHROMOSOMAL[chr19:0.27Mb]], inversion			FALSE	TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
MSANTD3--LINC01451	other	LINC01451	Gene1B		Genic	[INTRACHROMOSOMAL[chr9:36.16Mb]], inversion			FALSE	TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
MSANTD3--LINC01451/HSPC324	other	LINC01451	Gene1B		Intergenic	[], inversion			FALSE	TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
AC092070.2--ZNF665	other	ZNF665	Gene1B		Genic	[INTRACHROMOSOMAL[chr19:0.00Mb], LOCAL_INVERSION:+:-:[3725]], duplication/5'-5'			FALSE		TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
ADAMTS18--ADAMTS18	frameshift	ADAMTS18	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr16:0.19Mb]], duplication/non-canonical_splicing			FALSE	TumorSuppressorGene, Oncogene	TumorSuppressorGene, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
AGFG1--ASXL2	frameshift	ASXL2	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:201.59Mb]], inversion			FALSE		CosmicCensus			1/285	0.35%	0/225	0.00%	0/48	0.00%
ASXL2--SPHKAP/AC074019.1	frameshift	SPHKAP	Gene1B		Intergenic	[], duplication			FALSE	CosmicCensus				1/285	0.35%	0/225	0.00%	0/48	0.00%
BCL2L11--AC107079.1/AC112715.1	frameshift	AC107079.1	Gene1B		Intergenic	[], inversion			FALSE	TumorSuppressorGene, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
BIN1--NBAS	frameshift	NBAS	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:111.49Mb]], deletion			FALSE	TumorSuppressorGene, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
CNNM4--MIR3681HG	frameshift	MIR3681HG	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:84.18Mb]], inversion/3'-3'			FALSE	Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
DCTN1--ALK	in-frame	ALK	Gene1B		Genic	[ChimerPub, Cosmic, ChimerKB, ChimerSeq, INTRACHROMOSOMAL[chr2:44.44Mb]], deletion		Yes	FALSE	CosmicCensus	Kinase, CosmicCensus, Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
FBXO11--Y_RNA/FMNL2	frameshift	Y_RNA	Gene1B		Intergenic	[], duplication			FALSE	CosmicCensus				1/285	0.35%	0/225	0.00%	0/48	0.00%
GLI2--RN7SKP93/MGAT5	other	RN7SKP93	Gene1B		Intergenic	[], deletion			FALSE	Oncogene, TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
GTF3C2--MAP2/UNC80	other	MAP2	Gene1B		Intergenic	[], inversion			FALSE		Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
HPCAL1--DIRC3	other	DIRC3	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:206.86Mb]], inversion			FALSE		Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
MAP2--LINC01953/AC079610.3	other	LINC01953	Gene1B		Intergenic	[], inversion			FALSE	Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
MAP4K4--PTCD3	frameshift	PTCD3	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:15.55Mb]], duplication	No		FALSE	Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
MAP4K4--PTCD3	in-frame	PTCD3	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:15.55Mb]], duplication	Partial		FALSE	Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
MTA3--KIDINS220	frameshift	KIDINS220	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:33.66Mb]], inversion			FALSE	Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
PGAP1--DPP4	other	DPP4	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:34.76Mb]], deletion			FALSE		TumorSuppressorGene			1/285	0.35%	0/225	0.00%	0/48	0.00%
RFTN2--TCF7L1	frameshift	TCF7L1	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:112.26Mb]], inversion			FALSE		TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
RTN4--FBXO36	frameshift	FBXO36	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:174.81Mb]], inversion			FALSE	TumorSuppressorGene, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
ZEB2--PPM1G	frameshift	PPM1G	Gene1B		Genic	[INTRACHROMOSOMAL[chr2:116.95Mb]], deletion			FALSE	Oncogene, TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
PRKAR1A--PRKCA	in-frame	PRKCA	Gene1B		Genic	[INTRACHROMOSOMAL[chr17:1.70Mb]], duplication		Yes	FALSE	TumorSuppressorGene, CosmicCensus, Oncogene	Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
C5orf42--C5orf42	frameshift	C5orf42	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr5:0.14Mb]], duplication/non-canonical_splicing			FALSE					3/285	1.05%	0/225	0.00%	0/48	0.00%
AFAP1--NTRK2	in-frame	NTRK2	Gene1B	TCGAFusion	Genic	[ChimerSeq, INTERCHROMOSOMAL[chr4--chr9]], translocation		Yes	TRUE		Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
AFAP1--NTRK2	frameshift	NTRK2	Gene1B	TCGAFusion	Genic	[ChimerSeq, INTERCHROMOSOMAL[chr4--chr9]], translocation		No	TRUE		Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
NTRK2--AFAP1	frameshift	AFAP1	Gene1B		Genic	[INTERCHROMOSOMAL[chr9--chr4]], translocation	No		TRUE	Oncogene, Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
NTRK2--AFAP1	in-frame	AFAP1	Gene1B		Genic	[INTERCHROMOSOMAL[chr9--chr4]], translocation	No		TRUE	Oncogene, Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
CDH10--CDH10	frameshift	CDH10	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr5:0.16Mb]], duplication			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene			3/285	1.05%	0/225	0.00%	0/48	0.00%
AC104836.1--TGFBR3	frameshift	TGFBR3	Gene1B		Genic	[INTRACHROMOSOMAL[chr1:0.17Mb]], duplication/5'-5'			FALSE		TumorSuppressorGene, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
BTBD8--TGFBR3	frameshift	TGFBR3	Gene1B		Genic	[INTRACHROMOSOMAL[chr1:0.17Mb]], duplication/5'-5'			FALSE		TumorSuppressorGene, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
TGFBR3--LPCAT2BP	frameshift	LPCAT2BP	Gene1B		Genic	[INTRACHROMOSOMAL[chr1:0.16Mb]], duplication/5'-5'			FALSE	TumorSuppressorGene, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
TGFBR3--SETSIP	frameshift	SETSIP	Gene1B		Genic	[INTRACHROMOSOMAL[chr1:0.17Mb]], duplication			FALSE	TumorSuppressorGene, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
TNNI3K--TNNI3K	frameshift	TNNI3K	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr1:0.31Mb]], duplication/non-canonical_splicing	Yes	No	TRUE	Kinase	Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
TTC39B--TTC39B	frameshift	TTC39B	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr9:0.14Mb]], duplication/non-canonical_splicing			FALSE	Oncogene	Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
PPIE--INPP4B	other	INPP4B	Gene1B		Genic	[INTERCHROMOSOMAL[chr1--chr4]], translocation			FALSE		TumorSuppressorGene			1/285	0.35%	0/225	0.00%	0/48	0.00%
FUCA2--FGFR1OP	frameshift	FGFR1OP	Gene1B		Genic	[INTRACHROMOSOMAL[chr6:23.49Mb]], duplication/5'-5'			FALSE		CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
AC022387.1--DDR2	other	DDR2	Gene1B		Genic	[INTERCHROMOSOMAL[chr10--chr1]], translocation/3'-3'		No	FALSE		Kinase, TumorSuppressorGene, CosmicCensus, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
KIAA1549--KIAA1549	frameshift	KIAA1549	Gene1B		Intragenic	[SELFIE, [\ChimerSeq\], INTRACHROMOSOMAL[chr7:0.15Mb]], duplication/non-canonical_splicing			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
ABI1--SLX4IP	frameshift	SLX4IP	Gene1B		Genic	[INTERCHROMOSOMAL[chr10--chr20]], translocation/5'-5'			FALSE	CosmicCensus, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
AL138752.2--PSIP1	other	PSIP1	Gene1B		Genic	[INTRACHROMOSOMAL[chr9:22.08Mb]], deletion			FALSE		CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
AL138752.2--PSIP1	in-frame	PSIP1	Gene1B		Genic	[INTRACHROMOSOMAL[chr9:22.08Mb]], deletion			FALSE		CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
SHB--PSIP1	other	PSIP1	Gene1B		Genic	[INTRACHROMOSOMAL[chr9:22.41Mb]], deletion			FALSE		CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
SHB--PSIP1	in-frame	PSIP1	Gene1B		Genic	[INTRACHROMOSOMAL[chr9:22.41Mb]], deletion			FALSE		CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
SHB--PSIP1	frameshift	PSIP1	Gene1B		Genic	[INTRACHROMOSOMAL[chr9:22.41Mb]], deletion			FALSE		CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
C6orf58--QKI	frameshift	QKI	Gene1B		Genic	[INTRACHROMOSOMAL[chr6:35.82Mb]], deletion			FALSE		TumorSuppressorGene, CosmicCensus			1/285	0.35%	0/225	0.00%	0/48	0.00%
MYB--QKI	frameshift	QKI	Gene1B		Genic	[ChimerPub, INTRACHROMOSOMAL[chr6:28.19Mb]], deletion			FALSE	CosmicCensus, Oncogene, TranscriptionFactor	TumorSuppressorGene, CosmicCensus			2/285	0.70%	0/225	0.00%	0/48	0.00%
PACRG--LINC00271/AL133319.1	frameshift	LINC00271	Gene1B		Intergenic	[], inversion			FALSE	TumorSuppressorGene				1/285	0.35%	0/225	0.00%	0/48	0.00%
QKI--C6orf58	frameshift	C6orf58	Gene1B		Genic	[INTRACHROMOSOMAL[chr6:35.82Mb]], duplication			FALSE	TumorSuppressorGene, CosmicCensus				1/285	0.35%	0/225	0.00%	0/48	0.00%
QKI--C6orf58/AL592291.1	frameshift	C6orf58	Gene1B		Intergenic	[], duplication			FALSE	TumorSuppressorGene, CosmicCensus				1/285	0.35%	0/225	0.00%	0/48	0.00%
TP63--TP63	frameshift	TP63	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr3:0.27Mb]], duplication/non-canonical_splicing			FALSE	TumorSuppressorGene, CosmicCensus, TranscriptionFactor	TumorSuppressorGene, CosmicCensus, TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
RALGDS--AL807752.7	frameshift	AL807752.7	Gene1B		Genic	[INTRACHROMOSOMAL[chr9:3.83Mb]], inversion			FALSE	CosmicCensus, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
FADS2--CD74	frameshift	CD74	Gene1B		Genic	[INTERCHROMOSOMAL[chr11--chr5]], translocation			FALSE		CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
PSAP--RGMA	frameshift	RGMA	Gene1B		Genic	[INTERCHROMOSOMAL[chr10--chr15]], translocation			FALSE	Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
ANK2--CAMK2D	other	CAMK2D	Gene1B		Genic	[INTRACHROMOSOMAL[chr4:0.07Mb], LOCAL_INVERSION:+:-:[67292]], duplication/3'-3'		No	TRUE		Kinase, Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
CAMK2D--ANK2	frameshift	ANK2	Gene1B	TCGAFusion	Genic	[ChimerSeq, INTRACHROMOSOMAL[chr4:0.07Mb], LOCAL_INVERSION:-:+:[67292]], inversion	No		TRUE	Kinase, Oncogene, Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
PATJ--PATJ	in-frame	PATJ	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr1:0.44Mb]], duplication/non-canonical_splicing			FALSE	Oncogene	Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
IDNK/UBQLN1--UBQLN1	other	UBQLN1	Gene1B		Intergenic	[], duplication			FALSE	Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
TRIM24--BRAF	other	BRAF	Gene1B	TCGAFusion	Genic	[INTRACHROMOSOMAL[chr7:2.13Mb]], deletion/5'-5'		No	FALSE	TumorSuppressorGene, CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
ABL1--PTTG1	frameshift	PTTG1	Gene1B		Genic	[INTERCHROMOSOMAL[chr9--chr5]], translocation	No		FALSE	Kinase, CosmicCensus, Oncogene, Kinase	Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
BACE2--ZNF8	frameshift	ZNF8	Gene1B		Genic	[INTERCHROMOSOMAL[chr21--chr19]], translocation			FALSE		TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
RASSF8--AC069208.1	other	AC069208.1	Gene1B		Genic	[INTRACHROMOSOMAL[chr12:1.40Mb]], inversion			FALSE	TumorSuppressorGene				1/285	0.35%	0/225	0.00%	0/48	0.00%
RASSF8--SOX5-AS1	other	SOX5-AS1	Gene1B		Genic	[INTRACHROMOSOMAL[chr12:1.72Mb]], duplication			FALSE	TumorSuppressorGene				1/285	0.35%	0/225	0.00%	0/48	0.00%
RMRP--C1orf61	other	C1orf61	Gene1B		Genic	[INTERCHROMOSOMAL[chr9--chr1]], translocation			FALSE	Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
UAP1/DDR2--UAP1	other	UAP1	Gene1B		Intergenic	[], duplication			FALSE					1/285	0.35%	0/225	0.00%	0/48	0.00%
ZNF536--ARHGAP26	other	ARHGAP26	Gene1B		Genic	[INTERCHROMOSOMAL[chr19--chr5]], translocation			FALSE	TranscriptionFactor	CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
PEAK1--LINGO1	frameshift	LINGO1	Gene1B		Genic	[CCLE, FA_CancerSupp, INTRACHROMOSOMAL[chr15:0.19Mb]], duplication	No		FALSE	Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
CYB5R4--CYB5R4	other	CYB5R4	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr6:0.11Mb]], duplication/non-canonical_splicing			FALSE	Oncogene	Oncogene			3/285	1.05%	0/225	0.00%	0/48	0.00%
AC004828.1/DPF3--DPF3	other	DPF3	Gene1B		Intergenic	[], duplication			FALSE		TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
EIF2B2--MLH3	other	MLH3	Gene1B		Genic	[INTRACHROMOSOMAL[chr14:0.00Mb], LOCAL_INVERSION:+:-:[1398]], duplication/3'-3'			FALSE		TumorSuppressorGene			1/285	0.35%	0/225	0.00%	0/48	0.00%
ELK1--UXT	frameshift	UXT	Gene1B		Genic	[INTRACHROMOSOMAL[chrX:0.00Mb], LOCAL_REARRANGEMENT:-:[1194]], duplication			FALSE	Oncogene, TranscriptionFactor				4/285	1.40%	0/225	0.00%	0/48	0.00%
GPHN--FAM19A5	in-frame	FAM19A5	Gene1B		Genic	[INTERCHROMOSOMAL[chr14--chr22]], translocation			FALSE	CosmicCensus, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
MN1--PATZ1	in-frame	PATZ1	Gene1B		Genic	[CCLE, INTRACHROMOSOMAL[chr22:3.52Mb]], duplication			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene, TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
MN1--PATZ1	other	PATZ1	Gene1B		Genic	[CCLE, INTRACHROMOSOMAL[chr22:3.52Mb]]			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene, TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
MN1--PATZ1	frameshift	PATZ1	Gene1B		Genic	[CCLE, INTRACHROMOSOMAL[chr22:3.52Mb]], duplication			FALSE	CosmicCensus, Oncogene	CosmicCensus, Oncogene, TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
NPAS3--SMARCB1	in-frame	SMARCB1	Gene1B		Genic	[INTERCHROMOSOMAL[chr14--chr22]], translocation			FALSE	TranscriptionFactor	TumorSuppressorGene, CosmicCensus, Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
NUMB--TRAV7	frameshift	TRAV7	Gene1B		Genic	[INTRACHROMOSOMAL[chr14:51.49Mb]], inversion			FALSE	TumorSuppressorGene				1/285	0.35%	0/225	0.00%	0/48	0.00%
PCNX1--MNAT1	in-frame	MNAT1	Gene1B		Genic	[INTRACHROMOSOMAL[chr14:9.94Mb]], duplication			FALSE		Oncogene			1/285	0.35%	0/225	0.00%	0/48	0.00%
PI4KA--MDGA2	frameshift	MDGA2	Gene1B		Genic	[INTERCHROMOSOMAL[chr22--chr14]], translocation/5'-5'	No		FALSE	Kinase				1/285	0.35%	0/225	0.00%	0/48	0.00%
PRR5--MICAL3	other	MICAL3	Gene1B		Genic	[INTRACHROMOSOMAL[chr22:26.64Mb]], duplication/5'-5'			FALSE	TumorSuppressorGene				1/285	0.35%	0/225	0.00%	0/48	0.00%
RALGAPA1--PI4KA	frameshift	PI4KA	Gene1B		Genic	[INTERCHROMOSOMAL[chr14--chr22]], translocation		No	FALSE		Kinase			1/285	0.35%	0/225	0.00%	0/48	0.00%
SPTLC2--YPEL1/MAPK1	frameshift	YPEL1	Gene1B		Intergenic	[], translocation			FALSE					1/285	0.35%	0/225	0.00%	0/48	0.00%
LINC01019--LINC01019/IRX1	other	IRX1	Gene2B		Intergenic	[], duplication			FALSE					3/285	1.05%	0/225	0.00%	0/48	0.00%
NUP214--AIF1L/NUP214	frameshift	NUP214	Gene2B		Intergenic	[], duplication			FALSE	CosmicCensus, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
NR2C2--LINC01107/LINC01937	frameshift	LINC01937	Gene2B		Intergenic	[], translocation			FALSE	TumorSuppressorGene, TranscriptionFactor				1/285	0.35%	0/225	0.00%	0/48	0.00%
AL445673.1--PRRX1/MROH9	other	MROH9	Gene2B		Intergenic	[], deletion			FALSE		CosmicCensus, Oncogene, TranscriptionFactor			6/285	2.11%	0/225	0.00%	0/48	0.00%
ROBO1--FA2H/AC009132.1	frameshift	AC009132.1	Gene2B		Intergenic	[], translocation			FALSE	TumorSuppressorGene, Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
PWWP2AP1--SPRY2/RNU6-61P	other	RNU6-61P	Gene2B		Intergenic	[], duplication			FALSE		TumorSuppressorGene			3/285	1.05%	0/225	0.00%	0/48	0.00%
DNAH7--DNAH7/STK17B	frameshift	STK17B	Gene2B		Intergenic	[], duplication			FALSE					1/285	0.35%	0/225	0.00%	0/48	0.00%
VKORC1L1--ZNF92/AC114501.3	frameshift	AC114501.3	Gene2B		Intergenic	[], inversion			FALSE		TranscriptionFactor			1/285	0.35%	0/225	0.00%	0/48	0.00%
USH2A--USH2A/ESRRG	frameshift	ESRRG	Gene2B		Intergenic	[], duplication			FALSE					1/285	0.35%	0/225	0.00%	0/48	0.00%
NOD1--AC009500.1/AC004852.2	frameshift	AC004852.2	Gene2B		Intergenic	[], deletion			FALSE	Oncogene				1/285	0.35%	0/225	0.00%	0/48	0.00%
