LeftBreakpoint	RightBreakpoint	FusionName	Sample	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
11:63765807	11:65662205	C11orf95--RELA	BS_EK5PCKY0	STARFUSION	in-frame	35	1	NA	[INTRACHROMOSOMAL[chr11:1.88Mb]]	C11orf95	NA	RELA	NA	NA	Oncogene, TranscriptionFactor	NA	NA	NA
12:75282251	12:75316434	CAPS2--CAPS2	BS_EK5PCKY0	ARRIBA	frameshift	13	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.11Mb]],duplication/non-canonical_splicing	CAPS2	NA	CAPS2	NA	NA	NA	NA	NA	NA
15:92974950	15:92955423	CHD2--CHD2	BS_EK5PCKY0	ARRIBA	in-frame	34	2	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr15:0.13Mb]],duplication/non-canonical_splicing	CHD2	NA	CHD2	NA	CosmicCensus, Oncogene	CosmicCensus, Oncogene	NA	NA	NA
13:39694725	13:39687503	COG6--COG6	BS_EK5PCKY0	ARRIBA	in-frame	10	0	low	[SELFIE,INTRACHROMOSOMAL[chr13:0.14Mb]],duplication/non-canonical_splicing	COG6	NA	COG6	NA	NA	NA	NA	NA	NA
7:21582021	7:21570069	DNAH11--DNAH11	BS_EK5PCKY0	ARRIBA	in-frame	7	0	low	[SELFIE,INTRACHROMOSOMAL[chr7:0.36Mb]],duplication/non-canonical_splicing	DNAH11	NA	DNAH11	NA	NA	NA	NA	NA	NA
2:84781653	2:84706896	DNAH6--DNAH6	BS_EK5PCKY0	ARRIBA	frameshift	8	0	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.30Mb]],duplication/non-canonical_splicing	DNAH6	NA	DNAH6	NA	NA	NA	NA	NA	NA
2:195897667	2:195907009	DNAH7--DNAH7	BS_EK5PCKY0	ARRIBA	in-frame	32	6	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.33Mb]],duplication/non-canonical_splicing	DNAH7	NA	DNAH7	NA	NA	NA	NA	NA	NA
17:11640384	17:11608129	DNAH9--DNAH9	BS_EK5PCKY0	ARRIBA	frameshift	3	1	low	[SELFIE,INTRACHROMOSOMAL[chr17:0.37Mb]],duplication/non-canonical_splicing	DNAH9	NA	DNAH9	NA	Oncogene	Oncogene	NA	NA	NA
6:56485312	6:56501693	DST--DST	BS_EK5PCKY0	ARRIBA	in-frame	7	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr6:0.50Mb]],duplication/non-canonical_splicing	DST	NA	DST	NA	Oncogene	Oncogene	NA	NA	NA
9:14756374	9:14770806	FREM1--FREM1	BS_EK5PCKY0	ARRIBA	frameshift	9	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr9:0.18Mb]],duplication/non-canonical_splicing	FREM1	NA	FREM1	NA	NA	NA	NA	NA	NA
13:20656430	13:20574380	IFT88--IFT88	BS_EK5PCKY0	ARRIBA	in-frame	9	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr13:0.12Mb]],duplication/non-canonical_splicing	IFT88	NA	IFT88	NA	TumorSuppressorGene	TumorSuppressorGene	NA	NA	NA
7:105102194	7:105066727	KMT2E--KMT2E	BS_EK5PCKY0	ARRIBA	frameshift	9	1	low	[SELFIE,INTRACHROMOSOMAL[chr7:0.10Mb]],duplication/non-canonical_splicing	KMT2E	NA	KMT2E	NA	NA	NA	NA	NA	NA
14:100942838	14:100913432	MEG8--MEG8	BS_EK5PCKY0	ARRIBA	other	67	15	high	[SELFIE,INTRACHROMOSOMAL[chr14:0.13Mb]],duplication/non-canonical_splicing	MEG8	NA	MEG8	NA	NA	NA	NA	NA	NA
3:27115940	3:27141582	NEK10--NEK10	BS_EK5PCKY0	ARRIBA	frameshift	10	2	low	[SELFIE,[\ChimerKB\],INTRACHROMOSOMAL[chr3:0.26Mb]],duplication/non-canonical_splicing	NEK10	NA	NEK10	NA	Kinase, Kinase	Kinase, Kinase	NA	NA	NA
15:75955932	15:76052983	NRG4--NRG4	BS_EK5PCKY0	ARRIBA	frameshift	6	0	low	[SELFIE,INTRACHROMOSOMAL[chr15:0.12Mb]],duplication/non-canonical_splicing	NRG4	NA	NRG4	NA	NA	NA	NA	NA	NA
14:35634574	14:35723264	RALGAPA1--RALGAPA1	BS_EK5PCKY0	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr14:0.27Mb]],duplication/non-canonical_splicing	RALGAPA1	NA	RALGAPA1	NA	NA	NA	NA	NA	NA
12:106654351	12:106608797	RFX4--RFX4	BS_EK5PCKY0	ARRIBA	frameshift	7	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.18Mb]],duplication/non-canonical_splicing	RFX4	NA	RFX4	NA	TranscriptionFactor	TranscriptionFactor	NA	NA	NA
19:1021630	9:35657955	RNU6-2--RMRP	BS_EK5PCKY0	ARRIBA	other	8	0	medium	[INTERCHROMOSOMAL[chr19--chr9]],translocation	RNU6-2	NA	RMRP	NA	NA	Oncogene	NA	NA	NA
19:1021630	9:35657955	RNU6-2--RMRP	BS_EK5PCKY0	STARFUSION	other	8	0	NA	[INTERCHROMOSOMAL[chr19--chr9]]	RNU6-2	NA	RMRP	NA	NA	Oncogene	NA	NA	NA
3:181231845	6:159780370	RNU6-4P--SNORA20	BS_EK5PCKY0	STARFUSION	other	7	0	NA	[INTERCHROMOSOMAL[chr3--chrY]]	RNU6-4P	NA	SNORA20	NA	NA	NA	NA	NA	NA
19:893592	11:62665431	RNU6-9--METTL12	BS_EK5PCKY0	STARFUSION	other	6	0	NA	[INTERCHROMOSOMAL[chr19--chr11]]	RNU6-9	NA	METTL12	NA	NA	NA	NA	NA	NA
19:893592	11:62665431	RNU6-9--SNORA57	BS_EK5PCKY0	STARFUSION	other	6	0	NA	[INTERCHROMOSOMAL[chr19--chr11]]	RNU6-9	NA	SNORA57	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_EK5PCKY0	ARRIBA	other	2	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
6:145888020	6:145927277	SHPRH--SHPRH	BS_EK5PCKY0	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr6:0.10Mb]],duplication/non-canonical_splicing	SHPRH	NA	SHPRH	NA	TumorSuppressorGene	TumorSuppressorGene	NA	NA	NA
1:117990861	1:118087008	SPAG17--SPAG17	BS_EK5PCKY0	ARRIBA	frameshift	11	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.23Mb]],duplication/non-canonical_splicing	SPAG17	NA	SPAG17	NA	NA	NA	NA	NA	NA
5:35709121	5:35646667	SPEF2--SPEF2	BS_EK5PCKY0	ARRIBA	frameshift	3	1	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.20Mb]],duplication/non-canonical_splicing	SPEF2	NA	SPEF2	NA	NA	NA	NA	NA	NA
11:65128929	11:63765288	SYVN1--C11orf95	BS_EK5PCKY0	ARRIBA	other	4	0	medium	[INTRACHROMOSOMAL[chr11:1.35Mb]],deletion	SYVN1	NA	C11orf95	NA	NA	NA	NA	NA	NA
17:29477706	17:29451455	TAOK1--TAOK1	BS_EK5PCKY0	ARRIBA	frameshift	5	1	low	[SELFIE,INTRACHROMOSOMAL[chr17:0.16Mb]],duplication/non-canonical_splicing	TAOK1	NA	TAOK1	NA	Kinase	Kinase	NA	NA	NA
4:16355785	4:16288884	TAPT1-AS1(35645)/ZEB2P1(4901)--TAPT1-AS1	BS_EK5PCKY0	ARRIBA	other	1	1	low	[],duplication	TAPT1-AS1	ZEB2P1	TAPT1-AS1	NA	NA	NA	NA	NA	NA
4:106212750	4:106237538	TBCK--TBCK	BS_EK5PCKY0	ARRIBA	frameshift	4	1	low	[SELFIE,INTRACHROMOSOMAL[chr4:0.28Mb]],duplication/non-canonical_splicing	TBCK	NA	TBCK	NA	Kinase, Kinase	Kinase, Kinase	NA	NA	NA
14:56616027	14:56585001	TMEM260--TMEM260	BS_EK5PCKY0	ARRIBA	frameshift	4	1	low	[SELFIE,INTRACHROMOSOMAL[chr14:0.16Mb]],duplication/non-canonical_splicing	TMEM260	NA	TMEM260	NA	NA	NA	NA	NA	NA
15:43407943	15:43416416	TP53BP1--TP53BP1	BS_EK5PCKY0	ARRIBA	in-frame	6	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr15:0.11Mb]],duplication/non-canonical_splicing	TP53BP1	NA	TP53BP1	NA	TumorSuppressorGene	TumorSuppressorGene	NA	NA	NA
1:55145998	1:55148570	USP24--USP24	BS_EK5PCKY0	ARRIBA	frameshift	6	3	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.15Mb]],duplication/non-canonical_splicing	USP24	NA	USP24	NA	Oncogene	Oncogene	NA	NA	NA
15:61880609	15:61910305	VPS13C--VPS13C	BS_EK5PCKY0	ARRIBA	in-frame	12	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr15:0.21Mb]],duplication/non-canonical_splicing	VPS13C	NA	VPS13C	NA	NA	NA	NA	NA	NA
1:85110135	1:85104524	WDR63--WDR63	BS_EK5PCKY0	ARRIBA	frameshift	13	1	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.13Mb]],duplication/non-canonical_splicing	WDR63	NA	WDR63	NA	NA	NA	NA	NA	NA
3:142380082	3:142405076	XRN1--XRN1	BS_EK5PCKY0	ARRIBA	in-frame	5	0	low	[SELFIE,INTRACHROMOSOMAL[chr3:0.14Mb]],duplication/non-canonical_splicing	XRN1	NA	XRN1	NA	NA	NA	NA	NA	NA
4:48710519	4:55452239	FRYL--TMEM165	BS_EMMF4PZX	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr4:6.62Mb]],inversion	FRYL	NA	TMEM165	NA	Oncogene	NA	NA	NA	NA
4:55396396	4:48710698	TMEM165--FRYL	BS_EMMF4PZX	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr4:6.62Mb]],inversion	TMEM165	NA	FRYL	NA	NA	Oncogene	NA	NA	NA
2:217831455	2:217812022	TNS1--TNS1	BS_EMMF4PZX	ARRIBA	frameshift	35	0	medium	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr2:0.20Mb]],inversion/5'-5'	TNS1	NA	TNS1	NA	NA	NA	NA	NA	NA
2:217812149	2:217804601	TNS1--TNS1	BS_EMMF4PZX	ARRIBA	other	23	0	medium	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr2:0.20Mb]],inversion/3'-3'	TNS1	NA	TNS1	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_EMYET8F4	ARRIBA	other	29	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_EMYET8F4	ARRIBA	other	29	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
6:132134483	6:132098931	LINC01013--AL021408.1	BS_EMYET8F4	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr6:0.03Mb],LOCAL_REARRANGEMENT:+:[32636]],duplication	LINC01013	NA	AL021408.1	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_EMYET8F4	ARRIBA	other	29	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
1:246564346	1:246568130	TFB2M--CNST	BS_EMYET8F4	ARRIBA	frameshift	4	0	medium	[INTRACHROMOSOMAL[chr1:0.00Mb],LOCAL_INVERSION:-:+:[120]],duplication/5'-5'	TFB2M	NA	CNST	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_EN2VK7NY	ARRIBA	other	26	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_EN2VK7NY	ARRIBA	other	26	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
7:127242695	7:127243515	GRM8--GRM8	BS_EN2VK7NY	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr7:0.81Mb]],duplication/non-canonical_splicing	GRM8	NA	GRM8	NA	NA	NA	NA	NA	NA
7:138867975	7:140787584	KIAA1549--BRAF	BS_EN2VK7NY	ARRIBA	in-frame	6	1	high	[Cosmic,ChimerPub,ChimerSeq,chimerdb_pubmed,ChimerKB,INTRACHROMOSOMAL[chr7:1.74Mb]],duplication	KIAA1549	NA	BRAF	NA	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	TCGAFusion
16:29082041	4:113174416	RRN3P2--ANK2	BS_EN2VK7NY	ARRIBA	other	26	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
2:209896413	2:209877954	UNC80--UNC80	BS_EN2VK7NY	ARRIBA	in-frame	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.23Mb]],duplication/non-canonical_splicing	UNC80	NA	UNC80	NA	NA	NA	NA	NA	NA
10:4889923	10:4830675	AKR1C6P--AKR1E2	BS_ENKG5GF3	ARRIBA	other	4	0	high	[INTRACHROMOSOMAL[chr10:0.02Mb],LOCAL_INVERSION:-:+:[23839]],duplication/3'-3'	AKR1C6P	NA	AKR1E2	NA	NA	NA	NA	NA	NA
8:71244603	8:71334174	EYA1--EYA1	BS_ENKG5GF3	ARRIBA	frameshift	4	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr8:0.16Mb]],duplication/non-canonical_splicing	EYA1	NA	EYA1	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_ERJAJ0KA	ARRIBA	other	11	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_ERJAJ0KA	ARRIBA	other	11	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
15:93592733	15:93557603	AC110023.1--AC091078.1	BS_ERJAJ0KA	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr15:0.02Mb],LOCAL_REARRANGEMENT:+:[20384]],duplication	AC110023.1	NA	AC091078.1	NA	NA	NA	NA	NA	NA
1:211018864	1:211090690	AL590132.1--KCNH1	BS_ERJAJ0KA	ARRIBA	frameshift	7	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211082780	1:211090690	AL590132.1--KCNH1	BS_ERJAJ0KA	ARRIBA	frameshift	6	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:210919640	1:210920069	AL590132.1--KCNH1	BS_ERJAJ0KA	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211018864	1:211082898	AL590132.1--KCNH1	BS_ERJAJ0KA	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211090562	1:211107377	AL590132.1--KCNH1	BS_ERJAJ0KA	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211082780	1:211107377	AL590132.1--KCNH1	BS_ERJAJ0KA	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211018864	1:211019256	AL590132.1--KCNH1	BS_ERJAJ0KA	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:210919640	1:211090690	AL590132.1--KCNH1	BS_ERJAJ0KA	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
11:57152640	11:57189151	AP001521.2(96508)/LRRC55(29107)--LRRC55	BS_ERJAJ0KA	ARRIBA	other	6	0	medium	[],duplication	AP001521.2	LRRC55	LRRC55	NA	NA	NA	NA	NA	NA
13:25774959	13:25769046	ATP8A2--ATP8A2	BS_ERJAJ0KA	ARRIBA	frameshift	5	0	low	[SELFIE,INTRACHROMOSOMAL[chr13:0.65Mb]],duplication/non-canonical_splicing	ATP8A2	NA	ATP8A2	NA	NA	NA	NA	NA	NA
5:61761022	5:61686883	C5orf64(9259)/AC026434.2(70925)--C5orf64	BS_ERJAJ0KA	ARRIBA	other	2	0	low	[],duplication	C5orf64	AC026434.2	C5orf64	NA	NA	NA	NA	NA	NA
3:55683794	3:55992250	ERC2--ERC2	BS_ERJAJ0KA	ARRIBA	in-frame	18	3	low	[SELFIE,INTRACHROMOSOMAL[chr3:0.96Mb]],duplication/non-canonical_splicing	ERC2	NA	ERC2	NA	Oncogene	Oncogene	NA	NA	NA
8:138242942	8:138256759	FAM135B--FAM135B	BS_ERJAJ0KA	ARRIBA	in-frame	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.37Mb]],duplication/non-canonical_splicing	FAM135B	NA	FAM135B	NA	CosmicCensus	CosmicCensus	NA	NA	NA
15:34488963	15:34490796	HNRNPLP2--HNRNPLP2(225)/FSCN1P1(3624)	BS_ERJAJ0KA	ARRIBA	other	12	0	medium	[],duplication	HNRNPLP2	NA	HNRNPLP2	FSCN1P1	NA	NA	NA	NA	NA
1:210919640	1:210920069	KCNH1--AL590132.1	BS_ERJAJ0KA	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018864	1:211090690	KCNH1--AL590132.1	BS_ERJAJ0KA	ARRIBA	frameshift	7	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211082780	1:211090690	KCNH1--AL590132.1	BS_ERJAJ0KA	ARRIBA	frameshift	6	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018864	1:211082898	KCNH1--AL590132.1	BS_ERJAJ0KA	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211082780	1:211107377	KCNH1--AL590132.1	BS_ERJAJ0KA	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:210919640	1:211090690	KCNH1--AL590132.1	BS_ERJAJ0KA	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018864	1:211019256	KCNH1--AL590132.1	BS_ERJAJ0KA	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211090562	1:211107377	KCNH1--AL590132.1	BS_ERJAJ0KA	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018783	1:211082898	KCNH1--AL590132.1	BS_ERJAJ0KA	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018864	1:211090690	KCNH1--KCNH1	BS_ERJAJ0KA	ARRIBA	frameshift	7	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.46Mb]],duplication/non-canonical_splicing	KCNH1	NA	KCNH1	NA	Oncogene	Oncogene	NA	NA	NA
2:162504443	2:162518158	KCNH7--KCNH7	BS_ERJAJ0KA	ARRIBA	frameshift	4	1	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.47Mb]],duplication/non-canonical_splicing	KCNH7	NA	KCNH7	NA	NA	NA	NA	NA	NA
1:70107826	1:70053026	LRRC7--LRRC7	BS_ERJAJ0KA	ARRIBA	in-frame	4	1	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.58Mb]],duplication/non-canonical_splicing	LRRC7	NA	LRRC7	NA	NA	NA	NA	NA	NA
17:45996664	17:45978375	MAPT--MAPT	BS_ERJAJ0KA	ARRIBA	in-frame	10	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr17:0.13Mb]],duplication/non-canonical_splicing	MAPT	NA	MAPT	NA	NA	NA	NA	NA	NA
6:135203324	8:88168894	MYB--MMP16	BS_ERJAJ0KA	ARRIBA	frameshift	127	5	high	[INTERCHROMOSOMAL[chr6--chr8]],translocation/5'-5'	MYB	NA	MMP16	NA	CosmicCensus, Oncogene, TranscriptionFactor	NA	NA	NA	NA
12:44665484	12:44714741	NELL2--NELL2	BS_ERJAJ0KA	ARRIBA	in-frame	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.41Mb]],duplication/non-canonical_splicing	NELL2	NA	NELL2	NA	NA	NA	NA	NA	NA
15:69677640	15:69563116	PCAT29--DRAIC	BS_ERJAJ0KA	ARRIBA	other	3	0	high	[INTRACHROMOSOMAL[chr15:0.02Mb],LOCAL_REARRANGEMENT:+:[20689]],duplication	PCAT29	NA	DRAIC	NA	NA	NA	NA	NA	NA
15:69684442	15:69548354	PCAT29--DRAIC	BS_ERJAJ0KA	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr15:0.02Mb],LOCAL_REARRANGEMENT:+:[20689]],duplication	PCAT29	NA	DRAIC	NA	NA	NA	NA	NA	NA
1:98953070	1:98956741	PLPPR5--PLPPR5	BS_ERJAJ0KA	ARRIBA	in-frame	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.11Mb]],duplication/non-canonical_splicing	PLPPR5	NA	PLPPR5	NA	NA	NA	NA	NA	NA
12:106654351	12:106608797	RFX4--RFX4	BS_ERJAJ0KA	ARRIBA	frameshift	8	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.18Mb]],duplication/non-canonical_splicing	RFX4	NA	RFX4	NA	TranscriptionFactor	TranscriptionFactor	NA	NA	NA
13:78274337	13:78188309	RNF219-AS1--RNF219-AS1	BS_ERJAJ0KA	ARRIBA	other	12	0	low	[SELFIE,INTRACHROMOSOMAL[chr13:0.70Mb]],duplication/non-canonical_splicing	RNF219-AS1	NA	RNF219-AS1	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_ERJAJ0KA	ARRIBA	other	11	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
2:161901011	2:161872293	SLC4A10--SLC4A10	BS_ERJAJ0KA	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr2:0.56Mb]],duplication/non-canonical_splicing	SLC4A10	NA	SLC4A10	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_ERWT0ZWE	ARRIBA	other	30	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_ERWT0ZWE	ARRIBA	other	30	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
5:65508067	5:65552549	AC025176.1(21019)/CENPK(9699)--CENPK	BS_ERWT0ZWE	ARRIBA	other	3	0	medium	[],duplication	AC025176.1	CENPK	CENPK	NA	NA	NA	NA	NA	NA
6:133456534	6:133507321	AL024497.2--TARID	BS_ERWT0ZWE	ARRIBA	other	4	0	medium	[INTRACHROMOSOMAL[chr6:0.05Mb],LOCAL_REARRANGEMENT:-:[45647]],duplication	AL024497.2	NA	TARID	NA	NA	NA	NA	NA	NA
9:38471933	9:38426650	AL390726.6--IGFBPL1(2203)/AL390726.6(7046)	BS_ERWT0ZWE	ARRIBA	other	2	0	medium	[],duplication	AL390726.6	NA	IGFBPL1	AL390726.6	NA	TumorSuppressorGene	NA	NA	NA
1:247640429	1:247860617	AL390860.1--TRIM58	BS_ERWT0ZWE	STARFUSION	other	11	3	NA	[INTRACHROMOSOMAL[chr1:0.11Mb]]	AL390860.1	NA	TRIM58	NA	NA	NA	NA	NA	NA
1:181580776	1:181577766	CACNA1E--CACNA1E	BS_ERWT0ZWE	ARRIBA	frameshift	10	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.39Mb]],duplication/non-canonical_splicing	CACNA1E	NA	CACNA1E	NA	NA	NA	NA	NA	NA
9:100585927	9:100576516	CAVIN4--MSANTD3-TMEFF1	BS_ERWT0ZWE	ARRIBA	frameshift	3	0	low	[INTRACHROMOSOMAL[chr9:0.00Mb],LOCAL_REARRANGEMENT:+:[443]],duplication	CAVIN4	NA	MSANTD3-TMEFF1	NA	NA	NA	NA	NA	NA
9:100578551	9:100498765	CAVIN4--MSANTD3-TMEFF1	BS_ERWT0ZWE	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr9:0.00Mb],LOCAL_REARRANGEMENT:+:[443]],duplication	CAVIN4	NA	MSANTD3-TMEFF1	NA	NA	NA	NA	NA	NA
9:100578551	9:100572518	CAVIN4--MSANTD3-TMEFF1	BS_ERWT0ZWE	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr9:0.00Mb],LOCAL_REARRANGEMENT:+:[443]],duplication	CAVIN4	NA	MSANTD3-TMEFF1	NA	NA	NA	NA	NA	NA
9:100585927	9:100576516	CAVIN4--TMEFF1	BS_ERWT0ZWE	ARRIBA	frameshift	3	0	low	[INTRACHROMOSOMAL[chr9:0.00Mb],LOCAL_REARRANGEMENT:+:[443]],duplication	CAVIN4	NA	TMEFF1	NA	NA	TumorSuppressorGene	NA	NA	NA
9:100578551	9:100498765	CAVIN4--TMEFF1	BS_ERWT0ZWE	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr9:0.00Mb],LOCAL_REARRANGEMENT:+:[443]],duplication	CAVIN4	NA	TMEFF1	NA	NA	TumorSuppressorGene	NA	NA	NA
