Cancer	sampleId	Gene_A	Gene_B	A_chr	B_chr	A_strand	B_strand	Discordant_n	JSR_n	perfectJSR_n	Evalue	Junction_A	Junction_B	tier	frame	id	gene_A_start	gene_A_end	gene_B_start	gene_B_end	phos_A	phos_B	ubiq_A	ubiq_B	WGS	centrality
PRAD	EJ.A46G.01A	MAP2K5	IQCH	15	15	1	1	4	2	2	1.2	68020283	67757465	tier1	In-frame	9844	67835021	68116181	67547138	67794142	0	0	0	0	NA	0.39116
HNSC	CR.7386.01A	MAP2K5	RAB27A	15	15	1	-1	4	3	3	1	67835808	55527154	tier1	CDS-5UTR	9845	67835021	68116181	55495164	55582001	1	0	0	0	NA	0.39408
LUAD	91.7771.01A	MAP2K5	SMAD6	15	15	1	1	2	1	1	0.24	67995746	67004006	tier2	Out-of-frame	9846	67835021	68116181	66994670	67074338	0	0	0	0	NA	0.39698
BLCA	UY.A78K.01A	MAP3K1	OR4N2	5	14	1	1	4	5	4	2.8	56155742	20201528	tier1	NA	9848	56111401	56191979	19719015	19828372	0	0	0	0	NA	0.37794
BRCA	E9.A22E.01A	MAP3K1	PARN	5	16	1	-1	6	21	20	0.063	56111882	14540938	tier1	In-frame	9849	56111401	56191979	14529559	14724124	1	0	0	0	NA	0.3726
PRAD	ZG.A9LM.01A	MAP3K10	ALDH16A1	19	19	1	1	30	40	39	0.38	40698620	49971638	tier1	Out-of-frame	9850	40191744	40215575	49956473	49974304	0	0	0	0	NA	0.38408
LUSC	85.A510.01A	MAP3K10	C19orf47	19	19	1	-1	147	123	111	0.074	40715126	40847797	tier1	Out-of-frame	9851	40191744	40215575	40826973	40854421	0	0	0	0	NA	0
BRCA	UL.AAZ6.01A	MAP3K10	PCMTD2	19	20	1	1	8	6	6	0.47	40704462	62904574	tier1	Out-of-frame	9852	40191744	40215575	62887048	62926855	0	0	0	0	NA	0.38283
LGG	S9.A6U0.01A	MAP3K10	SUPT5H	19	19	1	1	16	16	12	0.003	40712064	39948315	tier1	In-frame	9853	40191744	40215575	39936186	39967306	0	1	0	1	NA	0.38729
PRAD	HC.8264.01B	MAP3K12	GDF11	12	12	-1	1	5	8	7	0.038	53893211	56142370	tier1	5UTR-CDS	9854	53479669	53500063	55743280	55757278	0	0	0	0	NA	0.37626
GBM	06.5859.01A	MAP3K13	CD37	3	19	1	1	5	31	27	0.56	185003431	49840166	tier1	5UTR-CDS	9855	185000729	185206885	49838428	49843859	0	0	0	0	NA	0.36887
SARC	IF.A3RQ.01A	MAP3K13	FETUB	3	3	1	1	2	6	6	2	185003431	186369007	tier2	5UTR-CDS	9856	185000729	185206885	186635969	186653141	0	0	0	0	NA	0.36914
COAD	F4.6459.01A	MAP3K13	NSUN2	3	5	1	-1	5	8	8	0.33	185046750	6625782	tier1	5UTR-CDS	9857	185000729	185206885	6599352	6633404	0	1	0	1	NA	0.36808
UCEC	PG.A914.01A	MAP3K13	P2RX5	3	17	1	-1	2	2	2	0.81	185081156	3577171	tier2	5UTR-CDS	9858	185000729	185206885	3672199	3696404	0	0	0	0	NA	0.36979
LGG	CS.4942.01A	MAP3K13	UTS2D	3	3	1	-1	9	12	10	0.84	185003431	191046498	tier1	5UTR-5UTR	9859	185000729	185206885	191267168	191330536	0	0	0	0	NA	0.36812
LUAD	38.4630.01A	MAP3K13	VPS8	3	3	1	1	4	5	5	0.15	185081156	184769664	tier1	5UTR-CDS	9860	185000729	185206885	184529931	184770402	0	0	0	0	non-validated	0.36917
CESC	C5.A2LX.01A	MAP3K14	ACBD4	17	17	-1	1	2	1	1	0.026	43362179	43219950	tier2	Out-of-frame	9861	43340488	43394414	43209967	43221539	0	0	0	0	NA	0.37564
CESC	R2.A69V.01A	MAP3K14	NDEL1	17	17	-1	1	3	2	2	1.3	43366602	8370248	tier1	In-frame	9862	43340488	43394414	8339179	8383942	1	0	0	0	NA	0.37756
SARC	X6.A7W8.01A	MAP3K14	SRP68	17	17	-1	-1	2	5	5	0.4	43362179	74063411	tier2	Out-of-frame	9863	43340488	43394414	74035187	74068607	0	1	0	1	NA	0.37386
BRCA	AC.A2BM.01A	MAP3K2	IWS1	2	2	-1	-1	21	16	12	1.2	128093446	128238751	tier1	In-frame	9864	128056306	128146041	128193783	128284462	1	0	0	0	NA	0.38058
BRCA	AC.A2BM.01A	MAP3K2	SHANK2	2	11	-1	-1	2	3	3	0.083	128145028	70830078	tier2	NA	9865	128056306	128146041	70313961	70963623	0	0	0	0	NA	0.38435
KIRP	2Z.A9JI.01A	MAP3K3	BRIP1	17	17	1	-1	7	15	15	2.7	61744420	59763526	tier1	In-frame	9866	61699801	61773667	59759985	59940755	0	0	0	0	NA	0.37963
ESCA	V5.A7RE.01A	MAP3K3	DBF4B	17	17	1	1	6	27	27	0.51	61730016	42824451	tier1	Out-of-frame	9867	61699801	61773667	42785976	42829632	1	0	0	0	NA	0.38115
LUSC	O2.A52S.01A	MAP3K3	FCHSD2	17	11	1	-1	12	5	4	0.22	61710162	72726930	tier1	CDS-5UTR	9868	61699801	61773667	72547790	72853306	1	0	0	0	NA	0.38241
LGG	FG.A87Q.01A	MAP3K3	TANC2	17	17	1	1	3	6	5	7.1	61744420	61465996	tier1	Out-of-frame	9869	61699801	61773667	61086898	61505067	0	0	0	0	NA	0.38139
LGG	E1.5304.01A	MAP3K4	C6orf186	6	6	1	-1	25	19	15	0.22	161471011	110636684	tier1	In-frame	9870	161412759	161551917	110567131	110679475	0	0	0	0	NA	0
LUSC	NK.A5CR.01A	MAP3K4	FRMD1	6	6	1	-1	2	2	2	0.6	161413115	168479704	tier3	NA	9872	161412759	161551917	168055745	168081557	0	0	0	0	NA	0.38325
SARC	DX.A3M1.01A	MAP3K4	XAF1	6	17	1	1	4	3	3	2.5	161502070	6673962	tier1	Out-of-frame	9873	161412759	161551917	6755447	6775647	0	0	0	0	validated	0.38368
HNSC	CN.4736.01A	MAP3K5	ARFIP1	6	4	-1	1	13	9	9	0.18	137112848	153793604	tier1	In-frame	9874	136878185	137113656	153701089	153839615	1	0	0	0	NA	0.38819
PRAD	VP.A875.01A	MAP3K5	CLVS2	6	6	-1	1	7	5	5	0.046	136972122	123369767	tier1	In-frame	9875	136878185	137113656	123317116	123385612	0	0	0	0	NA	0.38429
PCPG	RW.A686.01A	MAP3K5	NDUFB9	6	8	-1	1	2	3	3	0.24	137112848	125579888	tier2	Out-of-frame	9876	136878185	137113656	125551344	125580751	1	0	0	0	NA	0.3872
LUSC	66.2759.01A	MAP3K5	NKAIN2	6	6	-1	1	14	7	7	0.17	137041588	125112485	tier1	In-frame	9877	136878185	137113656	124125286	125146803	1	0	0	0	non-validated	0.38563
UVM	VD.A8KJ.01A	MAP3K5	OSTM1	6	6	-1	-1	10	9	9	0.002	137112848	108385503	tier1	Out-of-frame	9878	136878185	137113656	108362613	108487058	1	0	0	0	NA	0.38539
BLCA	DK.A3IK.01A	MAP3K5	PERP	6	6	-1	-1	7	11	8	0.37	137112848	138417631	tier1	In-frame	9879	136878185	137113656	138411923	138428648	1	0	0	0	NA	0.3859
UVM	VD.A8KJ.01A	MAP3K5	PREP	6	6	-1	-1	2	1	1	1.9	136960681	105781380	tier2	Out-of-frame	9880	136878185	137113656	105725440	105850959	0	0	0	0	NA	0.3862
PRAD	YL.A8SQ.01B	MAP3K6	KLK3	1	19	-1	1	2	1	1	0.29	27685908	51358191	tier4	CDS-5UTR	9881	27355184	27366892	51358171	51364020	0	0	0	0	NA	0.38036
LGG	DU.6404.02B	MAP3K7	COL12A1	6	6	-1	-1	4	3	3	0.59	91246056	75912543	tier1	CDS-5UTR	9882	90513573	90587045	75084326	75206051	0	0	0	0	non-validated	0.3822
LUAD	55.1596.01A	MAP3K8	HEATR7B2	10	5	1	-1	21	16	13	0.048	30723307	41019120	tier1	5UTR-CDS	9883	30722866	30750762	40998119	41071444	0	0	0	0	non-validated	0.38072
SKCM	FS.A1Z4.06A	MAP3K8	LYZL2	10	10	1	-1	80	54	49	1.1	30748430	30900953	tier1	Out-of-frame	9884	30722866	30750762	30895152	30918691	0	0	0	0	NA	0.38072
KIRP	BQ.5877.01A	MAP4	CHD1	3	5	-1	-1	2	2	1	0.15	47892186	98219587	tier4	NA	9885	47892182	48130769	98190908	98262240	0	0	0	0	NA	0.372
LIHC	BC.A69H.01A	MAP4	GTF2H5	3	6	-1	1	50	20	20	0.67	48130263	158591502	tier1	5UTR-5UTR	9886	47892182	48130769	158168352	158199344	0	0	0	0	NA	0.36588
OV	13.0801.01A	MAP4	LRRC43	3	12	-1	1	2	8	5	0.016	48130263	122674677	tier2	5UTR-CDS	9887	47892182	48130769	122652285	122688018	0	0	0	0	NA	0.36485
PRAD	HC.8265.01A	MAP4	MON1A	3	3	-1	-1	2	2	2	0.23	48130263	49950792	tier2	5UTR-CDS	9888	47892182	48130769	49946302	49967606	0	1	0	0	NA	0.36588
TGCT	2G.AAH8.01A	MAP4	NME6	3	3	-1	-1	13	5	5	0.18	48019355	48338319	tier1	Out-of-frame	9889	47892182	48130769	48334754	48343175	1	0	1	0	NA	0.36234
BLCA	4Z.AA7Q.01A	MAP4	NME6	3	3	-1	-1	3	2	2	0.18	48130263	48342124	tier1	5UTR-5UTR	9890	47892182	48130769	48334754	48343175	0	0	0	0	NA	0.36234
TGCT	XE.AANJ.01A	MAP4	ODZ4	3	11	-1	-1	24	26	24	1.3	47956307	78781054	tier1	CDS-5UTR	9891	47892182	48130769	78363876	79151992	0	0	0	0	NA	0.36868
UCEC	B5.A0JN.01A	MAP4	PLXNB1	3	3	-1	-1	3	3	2	0.67	48019355	48457168	tier1	Out-of-frame	9892	47892182	48130769	48403854	48430051	1	0	1	0	non-validated	0.37852
LIHC	EP.A2KA.01A	MAP4	QRICH1	3	3	-1	-1	41	33	28	1.1	47956307	49068077	tier1	Out-of-frame	9893	47892182	48130769	49029707	49094363	0	0	0	0	non-validated	0.36722
SARC	DX.A8BL.01A	MAP4	RBM42	3	19	-1	1	100	105	97	0.52	47956307	36124000	tier1	In-frame	9894	47892182	48130769	36119980	36128586	0	0	0	0	NA	0.37543
STAD	BR.8590.01A	MAP4	SHISA5	3	3	-1	-1	4	26	24	0.75	47898921	48538726	tier4	In-frame	9896	47892182	48130769	48509197	48542259	0	0	0	0	NA	0.3631
BLCA	4Z.AA7Q.01A	MAP4	SPINK8	3	3	-1	-1	44	34	33	1.7	48130263	48351436	tier1	5UTR-CDS	9897	47892182	48130769	48348336	48369831	0	0	0	0	NA	0.36249
LUAD	55.A48Y.01A	MAP4	SPINK8	3	3	-1	-1	8	3	3	1.7	48040128	48351436	tier1	Out-of-frame	9898	47892182	48130769	48348336	48369831	1	0	1	0	NA	0.36249
LUAD	99.8028.01A	MAP4	SPINK8	3	3	-1	-1	4	2	2	1.7	48130263	48351436	tier1	5UTR-CDS	9899	47892182	48130769	48348336	48369831	0	0	0	0	NA	0.36249
UCEC	AJ.A3BD.01A	MAP4	SPINK8	3	3	-1	-1	30	16	12	1.7	47956307	48351436	tier1	Out-of-frame	9900	47892182	48130769	48348336	48369831	0	0	0	0	NA	0.36249
UCEC	EO.A1Y7.01A	MAP4	SPINK8	3	3	-1	-1	2	1	1	1.7	48019355	48351436	tier2	Out-of-frame	9901	47892182	48130769	48348336	48369831	1	0	1	0	NA	0.36249
UCS	NA.A4R1.01A	MAP4	SPINK8	3	3	-1	-1	4	3	2	1.7	48019355	48351436	tier1	Out-of-frame	9902	47892182	48130769	48348336	48369831	1	0	1	0	NA	0.36249
HNSC	UF.A7JK.01A	MAP4	ULK2	3	17	-1	-1	9	5	5	0.044	47956307	19681029	tier1	Out-of-frame	9903	47892182	48130769	19674143	19771249	0	0	0	0	NA	0.37478
BRCA	BH.A0C3.01A	MAP4K2	NETO2	11	16	-1	-1	4	1	1	0.37	64566266	47143622	tier3	Out-of-frame	9904	64556290	64570713	47115548	47177908	0	0	0	0	NA	0.38032
HNSC	QK.A8ZB.01A	MAP4K3	EML4	2	2	-1	1	3	2	2	0.02	39605207	42507990	tier1	In-frame	9905	39476407	39664453	42396490	42559688	1	1	0	0	NA	0.38163
LUAD	67.3770.01A	MAP4K3	PTPLAD2	2	9	-1	-1	15	3	2	0.004	39664033	21029397	tier1	Out-of-frame	9906	39476407	39664453	20995306	21031635	1	0	0	0	NA	0.37788
KIRP	G7.6792.01A	MAP4K3	SMC6	2	2	-1	-1	5	5	4	0.23	39664033	17927218	tier1	CDS-5UTR	9907	39476407	39664453	17663812	17800242	1	0	0	0	NA	0.37938
PRAD	KK.A8IL.01A	MAP4K3	TMEM178	2	2	-1	1	6	4	4	0.021	39513993	39934189	tier1	Out-of-frame	9908	39476407	39664453	39892122	39945103	0	0	0	0	NA	0.37733
BRCA	LL.A7T0.01A	MAP4K4	LYG2	2	2	1	-1	3	2	2	1.7	102460773	99861921	tier1	Out-of-frame	9909	102313312	102508449	99242246	99255282	0	0	0	0	NA	0.37988
LUAD	53.7813.01A	MAP4K4	MUCL1	2	12	1	1	4	3	3	0.25	102315000	55248900	tier1	Out-of-frame	9910	102313312	102508449	55224303	55252177	1	0	0	0	NA	0.37995
UCEC	PG.A914.01A	MAP4K4	REV1	2	2	1	-1	17	20	16	0.75	102472600	100055772	tier1	Out-of-frame	9911	102313312	102508449	99400475	99490035	0	0	0	0	NA	0.38194
STAD	HU.A4H4.01A	MAP4K4	SYF2	2	1	1	-1	5	69	63	0.21	102315000	25551591	tier1	Out-of-frame	9912	102313312	102508449	25222679	25232502	1	0	0	0	NA	0.37951
BLCA	XF.AAMW.01A	MAP4K5	ADCK1	14	14	-1	1	2	1	1	1.2	50971518	78353434	tier2	Out-of-frame	9913	50885219	51027844	77800083	77935012	1	0	0	0	NA	0.38158
LUSC	LA.A7SW.01A	MAP4K5	ATP5S	14	14	-1	1	16	8	1	0.021	50941795	50788201	tier2	Out-of-frame	9914	50885219	51027844	50312326	50335558	0	0	0	0	NA	0.3817
BRCA	BH.A0HY.01A	MAP4K5	NIN	14	14	-1	-1	5	4	3	0.46	50971518	51205004	tier1	Out-of-frame	9915	50885219	51027844	51186481	51297839	1	0	0	0	NA	0.38277
BRCA	AC.A3W5.01A	MAP4K5	SAV1	14	14	-1	-1	8	6	6	0.47	50998660	51111732	tier1	Out-of-frame	9916	50885219	51027844	51098776	51135056	1	0	0	0	NA	0.38453
ACC	OR.A5K2.01A	MAP7	AHI1	6	6	-1	-1	2	1	1	0.23	136680958	135621696	tier2	Out-of-frame	9917	136663875	136871792	135604670	135830219	0	0	0	0	NA	0.36563
BRCA	B6.A0IQ.01A	MAP7	ARG1	6	6	-1	1	5	2	2	0.21	136871480	131904200	tier1	Out-of-frame	9918	136663875	136871792	131894284	131905472	1	0	0	0	non-validated	0.35483
BRCA	B6.A0IQ.01A	MAP7	CNKSR3	6	6	-1	-1	2	3	3	0.037	136686873	154771392	tier3	In-frame	9919	136663875	136871792	154726311	154831793	0	0	0	0	non-validated	0.35565
BRCA	A2.A04V.01A	MAP7	ECHDC1	6	6	-1	-1	31	29	28	0.029	136871480	127611422	tier1	Out-of-frame	9920	136663875	136871792	127609855	127664754	1	0	0	0	NA	0.35805
PRAD	HC.A632.01A	MAP7	MAP3K5	6	6	-1	-1	11	8	7	0.71	136677830	136960776	tier1	In-frame	9921	136663875	136871792	136878185	137113656	0	0	0	0	NA	0.38576
PCPG	RW.A688.01A	MAP7	MAP3K5	6	6	-1	-1	32	33	30	0.71	136871480	136904878	tier1	Out-of-frame	9922	136663875	136871792	136878185	137113656	1	0	0	0	NA	0.38576
ESCA	L5.A4OO.01A	MAP7	NRG3	6	10	-1	1	3	2	2	0.12	136871480	84118495	tier1	In-frame	9923	136663875	136871792	83635070	84746723	1	1	0	0	NA	0.36314
COAD	F4.6854.01A	MAP7	OPRM1	6	6	-1	1	3	3	3	0.028	136732758	154410961	tier1	Out-of-frame	9924	136663875	136871792	154331631	154568001	1	0	0	0	NA	0.37293
KIRC	BP.4346.01A	MAP7	ZBTB20	6	3	-1	-1	9	7	7	0.51	136787899	114619189	tier1	CDS-5UTR	9925	136663875	136871792	114056941	114866118	1	0	0	0	NA	0.36382
UCEC	A5.A7WK.01A	MAP7D1	EIF2C3	1	1	1	1	10	8	7	0.13	36639079	36469942	tier1	CDS-5UTR	9926	36621180	36646450	36396319	36522063	1	0	0	0	NA	0.36828
LGG	HT.7857.01A	MAP9	TAT	4	16	-1	-1	6	7	6	0.3	156281320	71610330	tier1	CDS-5UTR	9927	155342658	155376970	71565660	71577130	0	0	0	0	NA	0.34734
LUAD	69.7979.01A	MAPK1	ARHGEF7	22	13	-1	1	6	7	7	0.18	22221612	111806252	tier1	Out-of-frame	9928	22108789	22221970	111766906	111958084	1	1	0	0	NA	0.38875
BRCA	GM.A3XL.01A	MAPK1	KCNJ4	22	22	-1	-1	7	11	10	0.019	22160139	38824176	tier1	CDS-5UTR	9929	22108789	22221970	38822332	38851205	0	0	0	0	non-validated	0.3852
HNSC	CN.A498.01A	MAPK1	NOTCH1	22	9	-1	-1	6	1	1	1.1	22153301	139414017	tier2	Out-of-frame	9930	22108789	22221970	139388896	139440314	0	0	0	0	NA	0.39407
UCEC	EY.A3QX.01A	MAPK1	PRODH	22	22	-1	-1	32	31	30	4.1	22221612	18918711	tier1	Out-of-frame	9931	22108789	22221970	18900294	18924066	1	0	0	0	NA	0.38427
LUAD	62.A46O.01A	MAPK1	TOP3B	22	22	-1	-1	9	4	4	0.1	22221612	22313604	tier1	Out-of-frame	9932	22108789	22221970	22311397	22337213	1	0	0	0	NA	0.38296
LGG	DH.A669.01A	MAPK10	ARHGAP24	4	4	-1	1	13	4	4	0.68	87275683	86893189	tier1	5UTR-CDS	9933	86936276	87515284	86396267	86923823	0	0	0	0	non-validated	0.38865
LGG	DH.A669.02A	MAPK10	ARHGAP24	4	4	-1	1	2	4	4	0.68	87275683	86893189	tier2	5UTR-CDS	9934	86936276	87515284	86396267	86923823	0	0	0	0	non-validated	0.38865
PRAD	KK.A8ID.01A	MAPK10	FAM13A	4	4	-1	-1	8	4	4	0.02	87115489	89859392	tier1	Out-of-frame	9935	86936276	87515284	89647106	90032549	0	1	0	0	NA	0.38643
HNSC	CN.6010.01A	MAPK10	FAM190A	4	4	-1	1	14	6	6	0.25	87374183	91229395	tier1	5UTR-5UTR	9936	86936276	87515284	91048686	92523064	0	0	0	0	NA	0.38643
UCS	NA.A4QV.01A	MAPK10	PTPN13	4	4	-1	1	4	4	3	0.1	87275683	87679413	tier1	5UTR-CDS	9937	86936276	87515284	87515468	87736324	0	0	0	0	NA	0.38905
LUSC	18.3421.01A	MAPK10	UGT8	4	4	-1	1	6	6	4	0.049	87374183	115544035	tier2	5UTR-5UTR	9938	86936276	87515284	115519611	115599380	0	0	0	0	NA	0.3877
KIRP	P4.A5EB.01A	MAPK12	SSTR3	22	22	-1	-1	7	4	4	0.08	50693626	37603878	tier1	CDS-5UTR	9939	50683879	50700254	37204238	37212322	0	0	0	0	NA	0.38815
HNSC	F7.A50I.01A	MAPK14	ANK1	6	8	1	-1	7	3	3	0.37	35996050	41615655	tier1	Out-of-frame	9940	35995488	36079013	41510739	41754280	1	1	0	0	NA	0.38763
BRCA	AO.A129.01A	MAPK14	EFHA1	6	13	1	-1	23	2	2	3.6	36043739	22113827	tier1	In-frame	9941	35995488	36079013	22066836	22178353	0	0	0	0	NA	0.38249
SARC	3B.A9HL.01A	MAPK14	EHMT1	6	9	1	1	2	1	1	0.22	36063843	140605419	tier3	In-frame	9942	35995488	36079013	140513444	140764468	0	0	0	0	NA	0.38201
SKCM	EB.A44Q.06A	MAPK14	SIN3A	6	15	1	-1	6	8	6	0.3	35996050	75722749	tier1	CDS-5UTR	9943	35995488	36079013	75661720	75748124	1	0	0	0	NA	0.39004
LGG	HT.A614.01A	MAPK6	SCAMP2	15	15	1	-1	4	1	1	1.4	52311573	75146990	tier3	5UTR-CDS	9945	52311417	52358462	75136071	75165719	0	0	0	0	NA	0.3831
PRAD	EJ.A65J.01A	MAPK6	TMOD3	15	15	1	1	2	1	1	0.7	52311573	52155008	tier3	5UTR-5UTR	9946	52311417	52358462	52121845	52204335	0	0	0	0	NA	0.38232
LGG	HT.7880.01A	MAPK6	TMOD3	15	15	1	1	5	3	3	0.7	52311573	52179786	tier1	5UTR-CDS	9947	52311417	52358462	52121845	52204335	0	0	0	0	NA	0.38232
BRCA	C8.A12P.01A	MAPK6	USO1	15	4	1	1	19	17	17	0.17	52311573	76731585	tier1	5UTR-CDS	9948	52311417	52358462	76649762	76735382	0	0	0	0	NA	0.38411
CESC	C5.A2LT.01A	MAPK8	ARFIP1	10	4	1	1	19	10	10	0.71	49514864	153750777	tier1	5UTR-5UTR	9949	49514698	49647403	153701089	153839615	0	0	0	0	non-validated	0.38851
LUAD	05.4244.01A	MAPK8	C10orf53	10	10	1	1	2	1	1	1.7	49613024	50901820	tier3	Out-of-frame	9950	49514698	49647403	50887697	50918307	1	0	0	0	NA	0
BRCA	A2.A0EV.01A	MAPK8	KIRREL2	10	19	1	1	3	2	2	0.18	49534008	36355550	tier1	NA	9951	49514698	49647403	36347810	36358048	0	0	0	0	NA	0.38836
UCEC	E6.A8L9.01A	MAPK8IP3	HN1L	16	16	1	1	5	3	3	0.75	1756658	1747813	tier1	In-frame	9952	1756194	1820318	1678256	1702280	1	0	0	0	NA	0.36589
PRAD	HC.8265.01A	MAPK8IP3	TELO2	16	16	1	1	12	9	8	0.19	1813007	1551664	tier1	In-frame	9953	1756194	1820318	1543364	1560458	0	0	0	0	NA	0.369
PRAD	EJ.7789.01A	MAPK9	DGKB	5	7	-1	-1	42	33	30	1.2	179691781	14661119	tier1	Out-of-frame	9954	179660143	179719099	14184674	15014402	0	0	0	0	NA	0.38604
OV	25.1314.01A	MAPK9	UBL7	5	15	-1	-1	13	21	17	0.85	179718848	74749012	tier1	5UTR-CDS	9955	179660143	179719099	74738318	74753523	0	0	0	0	NA	0.38733
BLCA	FD.A3SN.01A	MAPKAP1	AP1G2	9	14	-1	-1	2	1	1	1.4	128200748	24037279	tier3	NA	9957	128199672	128469513	24028774	24037279	0	0	0	0	NA	0.36264
HNSC	CV.A45T.01A	MAPKAP1	DENND1A	9	9	-1	-1	4	2	1	0.18	128469250	126554909	tier3	5UTR-CDS	9958	128199672	128469513	126141933	126692431	0	0	0	0	NA	0.35777
LUAD	53.7624.01A	MAPKAP1	UHRF1	9	19	-1	1	2	2	2	1.8	128419930	4929234	tier2	In-frame	9960	128199672	128469513	4909510	4962162	0	1	0	1	NA	0.37371
UCEC	EO.A1Y7.01A	MAPKAPK2	PLA2G2A	1	1	1	-1	101	119	100	0.1	206858853	20305372	tier1	CDS-5UTR	9962	206858289	206907628	20301925	20306932	1	0	0	0	NA	0.38212
HNSC	CV.5435.01A	MAPKAPK2	SRGAP2	1	1	1	1	71	25	19	0.052	206858853	206589249	tier1	NA	9963	206858289	206907628	206516198	206637783	0	0	0	0	NA	0.38477
LUAD	05.4405.01A	MAPKAPK3	HEMK1	3	3	1	1	3	2	1	0.19	50655215	50609141	tier4	In-frame	9964	50648951	50686720	50606583	50622366	1	0	0	0	NA	0.37775
LIHC	2Y.A9H0.01A	MAPKAPK3	HEMK1	3	3	1	1	8	5	5	0.19	50655215	50609141	tier1	In-frame	9965	50648951	50686720	50606583	50622366	1	0	0	0	NA	0.37775
UCS	N6.A4VE.01A	MAPKAPK3	S1PR5	3	19	1	-1	20	8	7	0.26	50655215	10625705	tier1	CDS-5UTR	9966	50648951	50686720	10623419	10628668	1	0	0	0	NA	0.38332
LUAD	86.8054.01A	MAPKAPK5	ALDH2	12	12	1	1	2	6	6	0.052	112280573	112237710	tier3	In-frame	9967	112279782	112334343	112204691	112247782	0	0	0	0	NA	0.38184
ACC	OR.A5J7.01A	MAPKAPK5	ALDH2	12	12	1	1	44	21	18	0.052	112280573	112241663	tier1	Out-of-frame	9968	112279782	112334343	112204691	112247782	0	0	0	0	NA	0.38184
SARC	3B.A9HO.01A	MAPKAPK5	CCDC38	12	12	1	-1	83	79	77	2.8	112280573	96266238	tier1	In-frame	9969	112279782	112334343	96260826	96336752	0	0	0	0	NA	0.37907
SARC	PC.A5DN.01A	MAPKAPK5	UNC119B	12	12	1	1	7	6	4	0.4	112326422	121157723	tier1	Out-of-frame	9971	112279782	112334343	120710435	120723640	0	0	0	0	NA	0.37948
BLCA	XF.AAMX.01A	MAPKBP1	VPS39	15	15	1	-1	10	5	5	0.36	42092112	42455926	tier1	Out-of-frame	9972	41774434	41827855	42450899	42500514	1	0	0	0	NA	0.36538
UCEC	EY.A2ON.01A	MAPRE1	POFUT1	20	20	1	1	2	3	2	0.14	31407834	30803072	tier2	5UTR-CDS	9973	31407699	31438211	32207880	32238667	0	0	0	0	NA	0.36611
PRAD	J9.A8CN.01A	MAPRE1	TM9SF4	20	20	1	1	24	26	24	0.003	31427662	30720816	tier1	CDS-5UTR	9974	31407699	31438211	30697309	30755061	0	0	0	0	NA	0.36554
BLCA	YC.A89H.01A	MAPRE1	UQCC	20	20	1	-1	6	15	15	0.34	31413854	33935075	tier1	Out-of-frame	9975	31407699	31438211	33890369	33999944	1	0	1	0	NA	0.36531
PRAD	EJ.7785.01A	MAPRE1	USP28	20	11	1	-1	33	17	10	0.12	31427662	113705057	tier1	In-frame	9976	31407699	31438211	113668596	113746292	0	1	0	0	NA	0.3654
BRCA	A8.A0AD.01A	MAPT	Mar-10	17	17	1	-1	15	70	66	0.23	44039836	60865960	tier1	Out-of-frame	9977	43971748	44105703	60778676	60885705	1	0	0	0	NA	0
LUSC	43.5668.01A	Mar-01	PTPN13	4	4	-1	1	4	2	2	0.52	164909653	87556405	tier1	5UTR-5UTR	9978	164445450	165305202	87515468	87736324	0	0	0	0	NA	0
BRCA	A8.A097.01A	Mar-02	PLVAP	19	19	1	-1	7	9	3	0.46	8486900	17477004	tier1	Out-of-frame	9980	8478187	8503895	17462264	17488148	0	0	0	0	NA	0
SARC	DX.AB2P.01A	Mar-03	HTR4	5	5	-1	-1	2	1	1	0.038	126250622	147929825	tier2	Out-of-frame	9981	126867714	127030808	148451032	148677235	0	0	0	0	NA	0
SKCM	W3.AA1V.06B	Mar-03	OPCML	5	11	-1	-1	5	25	22	0.084	126366042	132812905	tier1	5UTR-5UTR	9982	126867714	127030808	132284871	133402414	0	0	0	0	NA	0
LGG	HT.A614.01A	Mar-03	SRFBP1	5	5	-1	1	3	1	1	0.43	126366042	121309891	tier3	5UTR-CDS	9983	126867714	127030808	121297656	121411265	0	0	0	0	NA	0
LIHC	G3.A25S.01A	Mar-06	BASP1	5	5	1	1	9	1	1	0.3	10354029	17275317	tier3	CDS-5UTR	9984	10353703	10440388	17065598	17276843	0	0	0	0	non-validated	0
SARC	DX.A1KU.01A	Mar-06	GALNTL4	5	11	1	-1	14	13	12	0.12	10411649	11400811	tier1	Out-of-frame	9985	10353703	10440388	11292423	11643552	0	0	0	0	validated	0
KIRP	P4.A5EB.01A	Mar-06	MTRR	5	5	1	1	10	8	8	0.15	10394897	7883268	tier1	In-frame	9986	10353703	10440388	7851299	7906138	0	0	0	0	NA	0
SARC	3B.A9HO.01A	Mar-06	NDUFA6	5	22	1	-1	595	610	570	0.71	10354029	42483179	tier1	In-frame	9987	10353703	10440388	42085525	42090955	0	0	0	0	NA	0
LGG	DU.5871.01A	Mar-08	DEFB119	10	20	-1	-1	9	5	5	100	46089683	29966194	tier1	5UTR-CDS	9988	45950035	46090354	31377164	31390603	0	0	0	0	NA	0
LUSC	77.6843.01A	Mar-08	MSMB	10	10	-1	1	2	3	3	100	45984815	51555731	tier3	In-frame	9989	45950035	46090354	51549498	51562517	0	0	0	0	non-validated	0
