GeneID	GeneSymbol	Alias	Links	Chromosome	Cytoband	Description	GeneType
23365	ARHGEF12	LARG|PRO2792	MIM:604763|HGNC:HGNC:14193|Ensembl:ENSG00000196914|HPRD:09207|Vega:OTTHUMG00000166143	11	11q23.3	Rho guanine nucleotide exchange factor (GEF) 12	protein-coding
23376	UFL1	KIAA0776|Maxer|NLBP|RCAD	MIM:613372|HGNC:HGNC:23039|Ensembl:ENSG00000014123|HPRD:11109|Vega:OTTHUMG00000015238	6	6q16.1	UFM1-specific ligase 1	protein-coding
23405	DICER1	DCR1|Dicer|Dicer1e|HERNA|K12H4.8-LIKE|MNG1|RMSE2	MIM:606241|HGNC:HGNC:17098|Ensembl:ENSG00000100697|HPRD:05875|Vega:OTTHUMG00000166134	14	14q32.13	"dicer 1, ribonuclease type III"	protein-coding
23409	SIRT4	SIR2L4	MIM:604482|HGNC:HGNC:14932|Ensembl:ENSG00000089163|HPRD:06837|Vega:OTTHUMG00000169028	12	12q	sirtuin 4	protein-coding
23410	SIRT3	SIR2L3	MIM:604481|HGNC:HGNC:14931|Ensembl:ENSG00000142082|HPRD:06836|Vega:OTTHUMG00000119074	11	11p15.5	sirtuin 3	protein-coding
23411	SIRT1	SIR2L1	MIM:604479|HGNC:HGNC:14929|Ensembl:ENSG00000096717|HPRD:08381|Vega:OTTHUMG00000018340	10	10q21.3	sirtuin 1	protein-coding
23468	CBX5	HEL25|HP1|HP1A	MIM:604478|HGNC:HGNC:1555|Ensembl:ENSG00000094916|HPRD:05131|Vega:OTTHUMG00000169700	12	12q13.13	chromobox homolog 5	protein-coding
23512	SUZ12	CHET9|JJAZ1	MIM:606245|HGNC:HGNC:17101|Ensembl:ENSG00000178691|HPRD:06949|Vega:OTTHUMG00000132813	17	17q11.2	SUZ12 polycomb repressive complex 2 subunit	protein-coding
23513	SCRIB	CRIB1|SCRB1|SCRIB1|Vartul	MIM:607733|HGNC:HGNC:30377|Ensembl:ENSG00000180900|HPRD:06984|Vega:OTTHUMG00000165154	8	8q24.3	scribbled planar cell polarity protein	protein-coding
23541	SEC14L2	C22orf6|SPF|TAP|TAP1	MIM:607558|HGNC:HGNC:10699|Ensembl:ENSG00000100003|HPRD:06344|Vega:OTTHUMG00000151024	22	22q12.2	SEC14-like 2 (S. cerevisiae)	protein-coding
23560	GTPBP4	CRFG|NGB|NOG1	HGNC:HGNC:21535|HPRD:09976	10	10p15-p14	GTP binding protein 4	protein-coding
23582	CCNDBP1	DIP1|GCIP|HHM	MIM:607089|HGNC:HGNC:1587|Ensembl:ENSG00000166946|HPRD:06156|Vega:OTTHUMG00000130703	15	15q14-q15	cyclin D-type binding-protein 1	protein-coding
23586	DDX58	RIG-I|RIGI|RLR-1	MIM:609631|HGNC:HGNC:19102|Ensembl:ENSG00000107201|HPRD:13131|Vega:OTTHUMG00000019746	9	9p12	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	protein-coding
23604	DAPK2	DRP-1|DRP1	HGNC:HGNC:2675|Ensembl:ENSG00000035664|HPRD:09905|Vega:OTTHUMG00000132947	15	15q22.31	death-associated protein kinase 2	protein-coding
23612	PHLDA3	TIH1	MIM:607054|HGNC:HGNC:8934|HPRD:09519	1	1q31	"pleckstrin homology-like domain, family A, member 3"	protein-coding
23635	SSBP2	HSPC116|SOSS-B2	MIM:607389|HGNC:HGNC:15831|Ensembl:ENSG00000145687|HPRD:09577	5	5q14.1	single-stranded DNA binding protein 2	protein-coding
23671	TMEFF2	CT120.2|HPP1|TENB2|TPEF|TR	MIM:605734|HGNC:HGNC:11867|Ensembl:ENSG00000144339|HPRD:05760|Vega:OTTHUMG00000132723	2	2q32.3	transmembrane protein with EGF-like and two follistatin-like domains 2	protein-coding
23705	CADM1	BL2|IGSF4|IGSF4A|NECL2|Necl-2|RA175|ST17|SYNCAM|TSLC1|sTSLC-1|sgIGSF|synCAM1	MIM:605686|HGNC:HGNC:5951|Ensembl:ENSG00000182985|HPRD:05746|Vega:OTTHUMG00000168202	11	11q23.2	cell adhesion molecule 1	protein-coding
25792	CIZ1	LSFR1|NP94|ZNF356	MIM:611420|HGNC:HGNC:16744|Ensembl:ENSG00000148337|HPRD:13061|Vega:OTTHUMG00000020735	9	9q34.1	CDKN1A interacting zinc finger protein 1	protein-coding
25833	POU2F3	Epoc-1|OCT-11|OCT11|OTF-11|PLA-1|PLA1|Skn-1a	MIM:607394|HGNC:HGNC:19864|Ensembl:ENSG00000137709|HPRD:09582|Vega:OTTHUMG00000166140	11	11q23.3	POU class 2 homeobox 3	protein-coding
25855	BRMS1	-	MIM:606259|HGNC:HGNC:17262|Ensembl:ENSG00000174744|HPRD:05879|Vega:OTTHUMG00000167081	11	11q13-q13.2	breast cancer metastasis suppressor 1	protein-coding
25898	RCHY1	ARNIP|CHIMP|PIRH2|PRO1996|RNF199|ZCHY|ZNF363	MIM:607680|HGNC:HGNC:17479|Ensembl:ENSG00000163743|HPRD:07607|Vega:OTTHUMG00000130105	4	4q21.1	"ring finger and CHY zinc finger domain containing 1, E3 ubiquitin protein ligase"	protein-coding
25930	PTPN23	HD-PTP|HDPTP|PTP-TD14	MIM:606584|HGNC:HGNC:14406|Ensembl:ENSG00000076201|HPRD:05959|Vega:OTTHUMG00000133520	3	3p21.3	"protein tyrosine phosphatase, non-receptor type 23"	protein-coding
26018	LRIG1	LIG-1|LIG1	MIM:608868|HGNC:HGNC:17360|Ensembl:ENSG00000144749|HPRD:10057|Vega:OTTHUMG00000158727	3	3p14	leucine-rich repeats and immunoglobulin-like domains 1	protein-coding
26038	CHD5	CHD-5	MIM:610771|HGNC:HGNC:16816|Ensembl:ENSG00000116254|HPRD:10828|Vega:OTTHUMG00000000952	1	1p36.31	chromodomain helicase DNA binding protein 5	protein-coding
26047	CNTNAP2	AUTS15|CASPR2|CDFE|NRXN4|PTHSL1	MIM:604569|HGNC:HGNC:13830|Ensembl:ENSG00000174469|HPRD:05197|Vega:OTTHUMG00000152743	7	7q35	contactin associated protein-like 2	protein-coding
26136	TES	TESS|TESS-2	MIM:606085|HGNC:HGNC:14620|Ensembl:ENSG00000135269|HPRD:05833|Vega:OTTHUMG00000023092	7	7q31.2	testis derived transcript (3 LIM domains)	protein-coding
26257	NKX2-8	NKX2.8|NKX2H|Nkx2-9	MIM:603245|HGNC:HGNC:16364|HPRD:04456	14	14q13.3	NK2 homeobox 8	protein-coding
26260	FBXO25	FBX25	MIM:609098|HGNC:HGNC:13596|Ensembl:ENSG00000147364|HPRD:16439|Vega:OTTHUMG00000090341	8	8p23.3	F-box protein 25	protein-coding
26298	EHF	ESE3|ESE3B|ESEJ	MIM:605439|HGNC:HGNC:3246|HPRD:16105	11	11p12	ets homologous factor	protein-coding
26468	LHX6	LHX6.1	MIM:608215|HGNC:HGNC:21735|Ensembl:ENSG00000106852|HPRD:10498|Vega:OTTHUMG00000020601	9	9q33.2	LIM homeobox 6	protein-coding
26471	NUPR1	COM1|P8	MIM:614812|HGNC:HGNC:29990|HPRD:17814	16	16p11.2	"nuclear protein, transcriptional regulator, 1"	protein-coding
26512	INTS6	DBI-1|DDX26|DDX26A|DICE1|HDB|INT6|Notchl2	MIM:604331|HGNC:HGNC:14879|Ensembl:ENSG00000102786|HPRD:05063|Vega:OTTHUMG00000016945	13	13q14.3	integrator complex subunit 6	protein-coding
26524	LATS2	KPM	MIM:604861|HGNC:HGNC:6515|Ensembl:ENSG00000150457|HPRD:07277|Vega:OTTHUMG00000016531	13	13q11-q12	large tumor suppressor kinase 2	protein-coding
26585	GREM1	C15DUPq|CKTSF1B1|CRAC1|CRCS4|DAND2|DRM|DUP15q|GREMLIN|HMPS|HMPS1|IHG-2|MPSH	MIM:603054|HGNC:HGNC:2001|HPRD:07048	15	15q13.3	"gremlin 1, DAN family BMP antagonist"	protein-coding
26608	TBL2	WBSCR13|WS-betaTRP	MIM:605842|HGNC:HGNC:11586|Ensembl:ENSG00000106638|HPRD:09319|Vega:OTTHUMG00000023427	7	7q11.23	transducin (beta)-like 2	protein-coding
26799	SNORD50A	RNU50|U50	MIM:613117|HGNC:HGNC:10200	6	6q14.3	"small nucleolar RNA, C/D box 50A"	snoRNA
26959	HBP1	-	HGNC:HGNC:23200|Ensembl:ENSG00000105856|HPRD:13634|Vega:OTTHUMG00000157642	7	7q22-q31	HMG-box transcription factor 1	protein-coding
27022	FOXD3	AIS1|Genesis|HFH2|VAMAS2	MIM:611539|HGNC:HGNC:3804|Ensembl:ENSG00000187140|HPRD:07018|Vega:OTTHUMG00000009141	1	1p31.3	forkhead box D3	protein-coding
27030	MLH3	HNPCC7	MIM:604395|HGNC:HGNC:7128|Ensembl:ENSG00000119684|HPRD:05094|Vega:OTTHUMG00000171766	14	14q24.3	mutL homolog 3	protein-coding
27075	TSPAN13	NET-6|NET6|TM4SF13	MIM:613139|HGNC:HGNC:21643|Ensembl:ENSG00000106537|HPRD:15510|Vega:OTTHUMG00000022968	7	7p21.1	tetraspanin 13	protein-coding
27086	FOXP1	12CC4|QRF1|hFKH1B	MIM:605515|HGNC:HGNC:3823|Ensembl:ENSG00000114861|HPRD:18518|Vega:OTTHUMG00000158803	3	3p14.1	forkhead box P1	protein-coding
27113	BBC3	JFY-1|JFY1|PUMA	MIM:605854|HGNC:HGNC:17868|Ensembl:ENSG00000105327|HPRD:16165|Vega:OTTHUMG00000183489	19	19q13.3-q13.4	BCL2 binding component 3	protein-coding
27122	DKK3	REIC|RIG	MIM:605416|HGNC:HGNC:2893|Ensembl:ENSG00000050165|HPRD:05659|Vega:OTTHUMG00000165709	11	11p15.2	dickkopf WNT signaling pathway inhibitor 3	protein-coding
27129	HSPB7	cvHSP	MIM:610692|HGNC:HGNC:5249|Ensembl:ENSG00000173641|HPRD:13684|Vega:OTTHUMG00000009531	1	1p36.23-p34.3	"heat shock 27kDa protein family, member 7 (cardiovascular)"	protein-coding
27132	CPNE7	-	MIM:605689|HGNC:HGNC:2320|Ensembl:ENSG00000178773|HPRD:05749|Vega:OTTHUMG00000138051	16	16q24.3	copine VII	protein-coding
27165	GLS2	GA|GLS|LGA|hLGA	MIM:606365|HGNC:HGNC:29570|Ensembl:ENSG00000135423|HPRD:05901|Vega:OTTHUMG00000140379	12	12q13.3	"glutaminase 2 (liver, mitochondrial)"	protein-coding
27173	SLC39A1	ZIP1|ZIRTL	MIM:604740|HGNC:HGNC:12876|Ensembl:ENSG00000143570|HPRD:11984|Vega:OTTHUMG00000037158	1	1q21	"solute carrier family 39 (zinc transporter), member 1"	protein-coding
27232	GNMT	-	MIM:606628|HGNC:HGNC:4415|Ensembl:ENSG00000124713|HPRD:05970|Vega:OTTHUMG00000014712	6	6p12	glycine N-methyltransferase	protein-coding
27250	PDCD4	H731	MIM:608610|HGNC:HGNC:8763|Ensembl:ENSG00000150593|HPRD:10549|Vega:OTTHUMG00000019048	10	10q24	programmed cell death 4 (neoplastic transformation inhibitor)	protein-coding
27253	PCDH17	PCDH68|PCH68	MIM:611760|HGNC:HGNC:14267|Ensembl:ENSG00000118946|Vega:OTTHUMG00000016992	13	13q21.1	protocadherin 17	protein-coding
27302	BMP10	-	MIM:608748|HGNC:HGNC:20869|Ensembl:ENSG00000163217|HPRD:09788|Vega:OTTHUMG00000129573	2	2p13.3	bone morphogenetic protein 10	protein-coding
27303	RBMS3	-	MIM:605786|HGNC:HGNC:13427|Ensembl:ENSG00000144642|HPRD:16155|Vega:OTTHUMG00000155699	3	3p24-p23	"RNA binding motif, single stranded interacting protein 3"	protein-coding
27316	RBMX	HNRNPG|HNRPG|RBMXP1|RBMXRT|RNMX|hnRNP-G	MIM:300199|HGNC:HGNC:9910|Ensembl:ENSG00000147274|HPRD:02186|Vega:OTTHUMG00000022517	X	Xq26.3	"RNA binding motif protein, X-linked"	protein-coding
27330	RPS6KA6	PP90RSK4|RSK4	MIM:300303|HGNC:HGNC:10435|Ensembl:ENSG00000072133|HPRD:02250	X	Xq21	"ribosomal protein S6 kinase, 90kDa, polypeptide 6"	protein-coding
27429	HTRA2	OMI|PARK13|PRSS25	MIM:606441|HGNC:HGNC:14348|Ensembl:ENSG00000115317|HPRD:05919|Vega:OTTHUMG00000129957	2	2p12	HtrA serine peptidase 2	protein-coding
28996	HIPK2	PRO0593	MIM:606868|HGNC:HGNC:14402|Ensembl:ENSG00000064393|HPRD:06039|Vega:OTTHUMG00000157704	7	7q32-q34	homeodomain interacting protein kinase 2	protein-coding
29072	SETD2	HBP231|HIF-1|HIP-1|HYPB|KMT3A|SET2|p231HBP	MIM:612778|HGNC:HGNC:18420|Ensembl:ENSG00000181555|HPRD:11043|Vega:OTTHUMG00000133514	3	3p21.31	SET domain containing 2	protein-coding
29108	PYCARD	ASC|CARD5|TMS|TMS-1|TMS1	MIM:606838|HGNC:HGNC:16608|Ensembl:ENSG00000103490|HPRD:06020|Vega:OTTHUMG00000176753	16	16p11.2	PYD and CARD domain containing	protein-coding
29117	BRD7	BP75|CELTIX1|NAG4	HGNC:HGNC:14310|Ensembl:ENSG00000166164|Vega:OTTHUMG00000133170	16	16q12	bromodomain containing 7	protein-coding
29119	CTNNA3	ARVD13|VR22	MIM:607667|HGNC:HGNC:2511|Ensembl:ENSG00000183230|HPRD:09639|Vega:OTTHUMG00000018334	10	10q22.2	"catenin (cadherin-associated protein), alpha 3"	protein-coding
29760	BLNK	AGM4|BASH|BLNK-S|LY57|SLP-65|SLP65|bca	MIM:604515|HGNC:HGNC:14211|Ensembl:ENSG00000095585|HPRD:05153|Vega:OTTHUMG00000018827	10	10q23.2-q23.33	B-cell linker	protein-coding
29914	UBIAD1	SCCD|TERE1	MIM:611632|HGNC:HGNC:30791|Ensembl:ENSG00000120942|HPRD:15487|Vega:OTTHUMG00000002075	1	1p36.22	UbiA prenyltransferase domain containing 1	protein-coding
29948	OSGIN1	BDGI|OKL38	MIM:607975|HGNC:HGNC:30093|Ensembl:ENSG00000140961|HPRD:06412|Vega:OTTHUMG00000137640	16	16q23.3	oxidative stress induced growth inhibitor 1	protein-coding
29959	NRBP1	BCON3|MADM|MUDPNP|NRBP	MIM:606010|HGNC:HGNC:7993|Ensembl:ENSG00000115216|HPRD:05819|Vega:OTTHUMG00000097789	2	2p23	nuclear receptor binding protein 1	protein-coding
29997	GLTSCR2	PICT-1|PICT1	MIM:605691|HGNC:HGNC:4333|Ensembl:ENSG00000105373|HPRD:16142|Vega:OTTHUMG00000183059	19	19q13.3	glioma tumor suppressor candidate region gene 2	protein-coding
29998	GLTSCR1	-	MIM:605690|HGNC:HGNC:4332|Ensembl:ENSG00000063169|HPRD:09296|Vega:OTTHUMG00000183263	19	19q13.3	glioma tumor suppressor candidate region gene 1	protein-coding
30845	EHD3	PAST3	MIM:605891|HGNC:HGNC:3244|HPRD:16170	2	2p21	EH-domain containing 3	protein-coding
49860	CRNN	C1orf10|DRC1|PDRC1|SEP53	MIM:611312|HGNC:HGNC:1230|Ensembl:ENSG00000143536|HPRD:12720|Vega:OTTHUMG00000012383	1	1q21	cornulin	protein-coding
50486	G0S2	-	MIM:614447|HGNC:HGNC:30229|Ensembl:ENSG00000123689|HPRD:09968|Vega:OTTHUMG00000036479	1	1q32.2	G0/G1 switch 2	protein-coding
50514	Dec-01	CTS9	MIM:604767|HGNC:HGNC:23658|Ensembl:ENSG00000173077|HPRD:16068|Vega:OTTHUMG00000020549	9	9q32	deleted in esophageal cancer 1	protein-coding
50943	FOXP3	AIID|DIETER|IPEX|PIDX|XPID	MIM:300292|HGNC:HGNC:6106|Ensembl:ENSG00000049768|HPRD:02242|Vega:OTTHUMG00000024135	X	Xp11.23	forkhead box P3	protein-coding
51100	SH3GLB1	Bif-1|PPP1R70|dJ612B15.2	MIM:609287|HGNC:HGNC:10833|Ensembl:ENSG00000097033|HPRD:15333|Vega:OTTHUMG00000010257	1	1p22	SH3-domain GRB2-like endophilin B1	protein-coding
51129	ANGPTL4	ANGPTL2|ARP4|FIAF|HARP|HFARP|NL2|PGAR|TGQTL|UNQ171|pp1158	MIM:605910|HGNC:HGNC:16039|Ensembl:ENSG00000167772|HPRD:16173|Vega:OTTHUMG00000182273	19	19p13.3	angiopoietin-like 4	protein-coding
51147	ING4	my036|p29ING4	MIM:608524|HGNC:HGNC:19423|Ensembl:ENSG00000111653|HPRD:09774|Vega:OTTHUMG00000141274	12	12p13.31	"inhibitor of growth family, member 4"	protein-coding
51177	PLEKHO1	CKIP-1|OC120	MIM:608335|HGNC:HGNC:24310|HPRD:12217	1	1q21.2	"pleckstrin homology domain containing, family O member 1"	protein-coding
51196	PLCE1	NPHS3|PLCE|PPLC	MIM:608414|HGNC:HGNC:17175|Ensembl:ENSG00000138193|HPRD:07087|Vega:OTTHUMG00000018789	10	10q23	"phospholipase C, epsilon 1"	protein-coding
51201	ZDHHC2	DHHC2|ZNF372	HGNC:HGNC:18469|Ensembl:ENSG00000104219|HPRD:15715|Vega:OTTHUMG00000163860	8	8p22	"zinc finger, DHHC-type containing 2"	protein-coding
51237	MZB1	MEDA-7|PACAP|pERp1	MIM:609447|HGNC:HGNC:30125|Ensembl:ENSG00000170476|HPRD:17815|Vega:OTTHUMG00000163390	5	5q31.2	marginal zone B and B1 cell-specific protein	protein-coding
51247	PAIP2	PAIP-2|PAIP2A	MIM:605604|HGNC:HGNC:17970|Ensembl:ENSG00000120727|HPRD:05726|Vega:OTTHUMG00000129227	5	5q31.2	poly(A) binding protein interacting protein 2	protein-coding
51330	TNFRSF12A	CD266|FN14|TWEAKR	MIM:605914|HGNC:HGNC:18152|Ensembl:ENSG00000006327|HPRD:05801|Vega:OTTHUMG00000129001	16	16p13.3	"tumor necrosis factor receptor superfamily, member 12A"	protein-coding
51339	DACT1	DAPPER|DAPPER1|DPR1|FRODO|HDPR1|THYEX3	MIM:607861|HGNC:HGNC:17748|Ensembl:ENSG00000165617|HPRD:09709|Vega:OTTHUMG00000140324	14	14q23.1	dishevelled-binding antagonist of beta-catenin 1	protein-coding
51343	FZR1	CDC20C|CDH1|FZR|FZR2|HCDH|HCDH1	MIM:603619|HGNC:HGNC:24824|HPRD:04687	19	19p13.3	fizzy/cell division cycle 20 related 1 (Drosophila)	protein-coding
51364	ZMYND10	BLU|CILD22|FLU	MIM:607070|HGNC:HGNC:19412|Ensembl:ENSG00000004838|HPRD:06145|Vega:OTTHUMG00000156874	3	3p21.3	"zinc finger, MYND-type containing 10"	protein-coding
51406	NOL7	C6orf90|PQBP3|RARG-1|dJ223E5.2	MIM:611533|HGNC:HGNC:21040|HPRD:17641	6	6p23	"nucleolar protein 7, 27kDa"	protein-coding
51473	DCDC2	DCDC2A|RU2|RU2S	MIM:605755|HGNC:HGNC:18141|Ensembl:ENSG00000146038|HPRD:09308|Vega:OTTHUMG00000016275	6	6p22.1	doublecortin domain containing 2	protein-coding
51474	LIMA1	EPLIN|SREBP3	MIM:608364|HGNC:HGNC:24636|Ensembl:ENSG00000050405|HPRD:09755|Vega:OTTHUMG00000169852	12	12q13	LIM domain and actin binding 1	protein-coding
51523	CXXC5	CF5|RINF|WID	MIM:612752|HGNC:HGNC:26943|Ensembl:ENSG00000171604|HPRD:13105|Vega:OTTHUMG00000163331	5	5q31.2	CXXC finger protein 5	protein-coding
51548	SIRT6	SIR2L6	MIM:606211|HGNC:HGNC:14934|Ensembl:ENSG00000077463|HPRD:12093|Vega:OTTHUMG00000181847	19	19p13.3	sirtuin 6	protein-coding
51684	SUFU	PRO1280|SUFUH|SUFUXL	MIM:607035|HGNC:HGNC:16466|Ensembl:ENSG00000107882|HPRD:06124|Vega:OTTHUMG00000018966	10	10q24.32	suppressor of fused homolog (Drosophila)	protein-coding
51696	HECA	HDC|HDCL|HHDC|dJ225E12.1	MIM:607977|HGNC:HGNC:21041|Ensembl:ENSG00000112406|HPRD:16265|Vega:OTTHUMG00000015686	6	6q23-q24	headcase homolog (Drosophila)	protein-coding
51700	CYB5R2	B5R.2	MIM:608342|HGNC:HGNC:24376|Ensembl:ENSG00000166394|HPRD:06435|Vega:OTTHUMG00000165665	11	11p15.4	cytochrome b5 reductase 2	protein-coding
51720	UIMC1	RAP80|X2HRIP110	MIM:609433|HGNC:HGNC:30298|Ensembl:ENSG00000087206|HPRD:11482|Vega:OTTHUMG00000130852	5	5q35.2	ubiquitin interaction motif containing 1	protein-coding
51741	WWOX	D16S432E|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1	MIM:605131|HGNC:HGNC:12799|Ensembl:ENSG00000186153|HPRD:05501|Vega:OTTHUMG00000176851	16	16q23	WW domain containing oxidoreductase	protein-coding
51780	KDM3B	5qNCA|C5orf7|JMJD1B|NET22	MIM:609373|HGNC:HGNC:1337|Ensembl:ENSG00000120733|HPRD:11055|Vega:OTTHUMG00000163469	5	5q31	lysine (K)-specific demethylase 3B	protein-coding
53353	LRP1B	LRP-DIT|LRPDIT	MIM:608766|HGNC:HGNC:6693|Ensembl:ENSG00000168702|HPRD:16383|Vega:OTTHUMG00000131799	2	2q21.2	low density lipoprotein receptor-related protein 1B	protein-coding
54206	ERRFI1	GENE-33|MIG-6|MIG6|RALT	MIM:608069|HGNC:HGNC:18185|Ensembl:ENSG00000116285|HPRD:09218|Vega:OTTHUMG00000001221	1	1p36	ERBB receptor feedback inhibitor 1	protein-coding
54556	ING3	Eaf4|ING2|MEAF4|p47ING3	MIM:607493|HGNC:HGNC:14587|Ensembl:ENSG00000071243|HPRD:06321|Vega:OTTHUMG00000141270	7	7q31	"inhibitor of growth family, member 3"	protein-coding
54583	EGLN1	C1orf12|ECYT3|HIF-PH2|HIFPH2|HPH-2|HPH2|PHD2|SM20|ZMYND6	MIM:606425|HGNC:HGNC:1232|Ensembl:ENSG00000135766|HPRD:06971|Vega:OTTHUMG00000038027	1	1q42.1	egl-9 family hypoxia-inducible factor 1	protein-coding
54739	XAF1	BIRC4BP|HSXIAPAF1|XIAPAF1	MIM:606717|HGNC:HGNC:30932|Ensembl:ENSG00000132530|HPRD:06978|Vega:OTTHUMG00000177908	17	17p13.1	XIAP associated factor 1	protein-coding
54756	IL17RD	HH18|IL-17RD|IL17RLM|SEF	MIM:606807|HGNC:HGNC:17616|Ensembl:ENSG00000144730|Vega:OTTHUMG00000150171	3	3p14.3	interleukin 17 receptor D	protein-coding
54766	BTG4	PC3B	MIM:605673|HGNC:HGNC:13862|Ensembl:ENSG00000137707|HPRD:16138|Vega:OTTHUMG00000166718	11	11q23	B-cell translocation gene 4	protein-coding
54778	RNF111	ARK	MIM:605840|HGNC:HGNC:17384|Ensembl:ENSG00000157450|HPRD:09318|Vega:OTTHUMG00000132716	15	15q21	ring finger protein 111	protein-coding
54790	TET2	KIAA1546|MDS	MIM:612839|HGNC:HGNC:25941|Ensembl:ENSG00000168769|HPRD:07876|Vega:OTTHUMG00000131213	4	4q24	tet methylcytosine dioxygenase 2	protein-coding
54802	TRIT1	IPT|MOD5	HGNC:HGNC:20286|Ensembl:ENSG00000043514|HPRD:18226|Vega:OTTHUMG00000009245	1	1p34.2	tRNA isopentenyltransferase 1	protein-coding
54845	ESRP1	RBM35A|RMB35A	MIM:612959|HGNC:HGNC:25966|Ensembl:ENSG00000104413|HPRD:07881|Vega:OTTHUMG00000164587	8	8q22.1	epithelial splicing regulatory protein 1	protein-coding
54904	WHSC1L1	NSD3|pp14328	MIM:607083|HGNC:HGNC:12767|Ensembl:ENSG00000147548|HPRD:06155|Vega:OTTHUMG00000165115	8	8p11.2	Wolf-Hirschhorn syndrome candidate 1-like 1	protein-coding
54971	BANP	BEND1|SMAR1|SMARBP1	MIM:611564|HGNC:HGNC:13450|Ensembl:ENSG00000172530|HPRD:16538|Vega:OTTHUMG00000137678	16	16q24	BTG3 associated nuclear protein	protein-coding
54979	HRASLS2	PLA1/2-2	MIM:613866|HGNC:HGNC:17824|Ensembl:ENSG00000133328|HPRD:13670|Vega:OTTHUMG00000167851	11	11q12.3	HRAS-like suppressor 2	protein-coding
54984	PINX1	LPTL|LPTS	MIM:606505|HGNC:HGNC:30046|Ensembl:ENSG00000254093|HPRD:05934|Vega:OTTHUMG00000163808	8	8p23	"PIN2/TERF1 interacting, telomerase inhibitor 1"	protein-coding
55124	PIWIL2	CT80|HILI|PIWIL1L|mili	MIM:610312|HGNC:HGNC:17644|Ensembl:ENSG00000197181|HPRD:11434|Vega:OTTHUMG00000097767	8	8p21.3	piwi-like RNA-mediated gene silencing 2	protein-coding
55164	SHQ1	Shq1p	MIM:613663|HGNC:HGNC:25543|Ensembl:ENSG00000144736|HPRD:07682|Vega:OTTHUMG00000158814	3	3p13	"SHQ1, H/ACA ribonucleoprotein assembly factor"	protein-coding
55193	PBRM1	BAF180|PB1	MIM:606083|HGNC:HGNC:30064|Ensembl:ENSG00000163939|Vega:OTTHUMG00000152663	3	3p21	polybromo 1	protein-coding
55223	TRIM62	DEAR1	HGNC:HGNC:25574|Ensembl:ENSG00000116525|HPRD:07697|Vega:OTTHUMG00000004132	1	1p35.1	tripartite motif containing 62	protein-coding
55233	MOB1A	C2orf6|MATS1|MOB1|MOBK1B|MOBKL1B|Mob4B	MIM:609281|HGNC:HGNC:16015|HPRD:14727	2	2p13.1	MOB kinase activator 1A	protein-coding
55259	CASC1	LAS1|PPP1R54	HGNC:HGNC:29599|Ensembl:ENSG00000118307|HPRD:16684|Vega:OTTHUMG00000150195	12	12p12.1	cancer susceptibility candidate 1	protein-coding
55275	VPS53	HCCS1|PCH2E|hVps53L|pp13624	MIM:615850|HGNC:HGNC:25608|Ensembl:ENSG00000141252|HPRD:07720|Vega:OTTHUMG00000177441	17	17p13.3	vacuolar protein sorting 53 homolog (S. cerevisiae)	protein-coding
55294	FBXW7	AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4	MIM:606278|HGNC:HGNC:16712|Ensembl:ENSG00000109670|HPRD:05888|Vega:OTTHUMG00000185246	4	4q31.3	"F-box and WD repeat domain containing 7, E3 ubiquitin protein ligase"	protein-coding
55384	MEG3	FP504|GTL2|LINC00023|NCRNA00023|PRO0518|PRO2160|prebp1	MIM:605636|HGNC:HGNC:14575|Ensembl:ENSG00000214548	14	14q32	maternally expressed 3 (non-protein coding)	ncRNA
55450	CAMK2N1	PRO1489	MIM:614986|HGNC:HGNC:24190|Ensembl:ENSG00000162545|HPRD:13112|Vega:OTTHUMG00000002837	1	1p36.12	calcium/calmodulin-dependent protein kinase II inhibitor 1	protein-coding
55544	RBM38	HSRNASEB|RNPC1|SEB4B|SEB4D|dJ800J21.2	MIM:612428|HGNC:HGNC:15818|Ensembl:ENSG00000132819|HPRD:15268|Vega:OTTHUMG00000032820	20	20q13.31	RNA binding motif protein 38	protein-coding
55591	VEZT	VEZATIN	HGNC:HGNC:18258|Ensembl:ENSG00000028203|HPRD:11671|Vega:OTTHUMG00000170182	12	12q22	"vezatin, adherens junctions transmembrane protein"	protein-coding
55615	PRR5	FLJ20185k|PP610|PROTOR-1|PROTOR1	MIM:609406|HGNC:HGNC:31682|Ensembl:ENSG00000186654|HPRD:18696|Vega:OTTHUMG00000150460	22	22q13	proline rich 5 (renal)	protein-coding
55630	SLC39A4	AEZ|AWMS2|ZIP4	MIM:607059|HGNC:HGNC:17129|Ensembl:ENSG00000147804|HPRD:06137|Vega:OTTHUMG00000165208	8	8q24.3	"solute carrier family 39 (zinc transporter), member 4"	protein-coding
55654	TMEM127	-	MIM:613403|HGNC:HGNC:26038|HPRD:07917	2	2q11.2	transmembrane protein 127	protein-coding
55717	WDR11	BRWD2|DR11|HH14|WDR15	MIM:606417|HGNC:HGNC:13831|Ensembl:ENSG00000120008|HPRD:16218|Vega:OTTHUMG00000019171	10	10q26	WD repeat domain 11	protein-coding
