Gene_Ensembl_ID	Gene_full_name	Protein_RefSeq_ID
ENSG00000207697	microRNA 573	NA
ENSG00000207698	microRNA 32	NA
ENSG00000207699	microRNA 518a-2	NA
ENSG00000207701	microRNA 597	NA
ENSG00000207702	microRNA 211	NA
ENSG00000207703	microRNA 7-2	NA
ENSG00000207704	microRNA 548aa-1	NA
ENSG00000207705	microRNA 129-1	NA
ENSG00000207706	microRNA 518f	NA
ENSG00000207708	microRNA 141	NA
ENSG00000207711	microRNA 525	NA
ENSG00000207712	microRNA 627	NA
ENSG00000207713	microRNA 200c	NA
ENSG00000207714	microRNA 584	NA
ENSG00000207716	microRNA 572	NA
ENSG00000207717	microRNA 551b	NA
ENSG00000207719	microRNA 623	NA
ENSG00000207721	microRNA 186	NA
ENSG00000207722	microRNA 520b	NA
ENSG00000207725	microRNA 222	NA
ENSG00000207726	microRNA 455	NA
ENSG00000207728	microRNA 449b	NA
ENSG00000207729	microRNA 556	NA
ENSG00000207730	microRNA 200b	NA
ENSG00000207731	microRNA 506	NA
ENSG00000207732	microRNA 218-1	NA
ENSG00000207734	microRNA 517a	NA
ENSG00000207735	microRNA 520d	NA
ENSG00000207736	microRNA 657	NA
ENSG00000207737	microRNA 181b-2	NA
ENSG00000207738	microRNA 520c	NA
ENSG00000207739	microRNA 218-2	NA
ENSG00000207741	microRNA 590	NA
ENSG00000207742	microRNA 487a	NA
ENSG00000207743	microRNA 495	NA
ENSG00000207744	microRNA 10b	NA
ENSG00000207746	microRNA 575	NA
ENSG00000207749	microRNA 299	NA
ENSG00000207750	microRNA 553	NA
ENSG00000207752	microRNA 199a-1	NA
ENSG00000207754	microRNA 487b	NA
ENSG00000207755	microRNA 450a-2	NA
ENSG00000207756	microRNA 580	NA
ENSG00000207757	microRNA 93	NA
ENSG00000207758	microRNA 532	NA
ENSG00000207759	microRNA 181a-1	NA
ENSG00000207761	microRNA 329-1	NA
ENSG00000207762	microRNA 329-2	NA
ENSG00000207763	microRNA 617	NA
ENSG00000207766	microRNA 626	NA
ENSG00000207767	microRNA 516a-1	NA
ENSG00000207768	microRNA 188	NA
ENSG00000207769	microRNA 586	NA
ENSG00000207771	microRNA 550a-1	NA
ENSG00000207773	microRNA 642a	NA
ENSG00000207775	microRNA 548a-1	NA
ENSG00000207776	microRNA 551a	NA
ENSG00000207778	microRNA 3591	NA
ENSG00000207779	microRNA 15b	NA
ENSG00000207780	microRNA 648	NA
ENSG00000207781	microRNA 625	NA
ENSG00000207782	microRNA 150	NA
ENSG00000207784	microRNA 542	NA
ENSG00000207785	microRNA 500a	NA
ENSG00000207788	microRNA 519c	NA
ENSG00000207789	microRNA 26a-2	NA
ENSG00000207797	microRNA 187	NA
ENSG00000207798	microRNA 216a	NA
ENSG00000207799	microRNA 520g	NA
ENSG00000207800	microRNA 504	NA
ENSG00000207802	microRNA 646	NA
ENSG00000207803	microRNA 518a-1	NA
ENSG00000207804	microRNA 599	NA
ENSG00000207805	microRNA 483	NA
ENSG00000207807	microRNA 95	NA
ENSG00000207808	microRNA 27a	NA
ENSG00000207810	microRNA 519e	NA
ENSG00000207811	microRNA 34b	NA
ENSG00000207813	microRNA 605	NA
ENSG00000207814	microRNA 147a	NA
ENSG00000207815	microRNA 563	NA
ENSG00000207816	microRNA 124-2	NA
ENSG00000207818	microRNA 105-2	NA
ENSG00000207820	microRNA 545	NA
ENSG00000207821	microRNA 640	NA
ENSG00000207825	microRNA 519b	NA
ENSG00000207826	microRNA 596	NA
ENSG00000207827	microRNA 30a	NA
ENSG00000207837	microRNA 517b	NA
ENSG00000207838	microRNA 517c	NA
ENSG00000207839	microRNA 33b	NA
ENSG00000207861	microRNA 520h	NA
ENSG00000207862	microRNA 518b	NA
ENSG00000207863	microRNA 125b-2	NA
ENSG00000207864	microRNA 27b	NA
ENSG00000207866	microRNA 514a-2	NA
ENSG00000207867	microRNA 514a-3	NA
ENSG00000207868	microRNA 514a-1	NA
ENSG00000207869	microRNA 498	NA
ENSG00000207870	microRNA 221	NA
ENSG00000207871	microRNA 513b	NA
ENSG00000207873	microRNA 513a-1	NA
ENSG00000207874	microRNA 610	NA
ENSG00000207923	microRNA 559	NA
ENSG00000207924	microRNA 196a-2	NA
ENSG00000207925	microRNA 516b-2	NA
ENSG00000207926	microRNA 135a-1	NA
ENSG00000207927	microRNA 302a	NA
ENSG00000207930	microRNA 603	NA
ENSG00000207931	microRNA 577	NA
ENSG00000207932	microRNA 33a	NA
ENSG00000207933	microRNA 9-1	NA
ENSG00000207934	microRNA 654	NA
ENSG00000207935	microRNA 204	NA
ENSG00000207938	microRNA 511	NA
ENSG00000207940	microRNA 567	NA
ENSG00000207941	microRNA 552	NA
ENSG00000207942	microRNA 136	NA
ENSG00000207943	microRNA 634	NA
ENSG00000207944	microRNA 574	NA
ENSG00000207946	microRNA 516b-1	NA
ENSG00000207947	microRNA 152	NA
ENSG00000207948	microRNA 328	NA
ENSG00000207951	microRNA 561	NA
ENSG00000207952	microRNA 624	NA
ENSG00000207954	microRNA 138-1	NA
ENSG00000207956	microRNA 579	NA
ENSG00000207957	microRNA 105-1	NA
ENSG00000207959	microRNA 656	NA
ENSG00000207960	microRNA 153-2	NA
ENSG00000207961	microRNA 496	NA
ENSG00000207962	microRNA 30c-1	NA
ENSG00000207963	microRNA 569	NA
ENSG00000207965	microRNA 629	NA
ENSG00000207967	microRNA 620	NA
ENSG00000207969	microRNA 507	NA
ENSG00000207970	microRNA 660	NA
ENSG00000207971	microRNA 125b-1	NA
ENSG00000207972	microRNA 638	NA
ENSG00000207973	microRNA 589	NA
ENSG00000207974	microRNA 557	NA
ENSG00000207975	microRNA 181b-1	NA
ENSG00000207976	microRNA 607	NA
ENSG00000207978	microRNA 154	NA
ENSG00000207979	microRNA 527	NA
ENSG00000207980	microRNA 23a	NA
ENSG00000207981	microRNA 519d	NA
ENSG00000207982	microRNA 548b	NA
ENSG00000207983	microRNA 613	NA
ENSG00000207984	microRNA 513a-2	NA
ENSG00000207987	microRNA 518e	NA
ENSG00000207988	microRNA 576	NA
ENSG00000207989	microRNA 493	NA
ENSG00000207990	microRNA 182	NA
ENSG00000207991	microRNA 601	NA
ENSG00000207992	microRNA 519a-1	NA
ENSG00000207993	microRNA 134	NA
ENSG00000207994	microRNA 100	NA
ENSG00000207995	microRNA 325	NA
ENSG00000207996	microRNA 301a	NA
ENSG00000207997	microRNA 644a	NA
ENSG00000208000	microRNA 509-1	NA
ENSG00000208001	microRNA 431	NA
ENSG00000208002	microRNA 643	NA
ENSG00000208003	microRNA 549a	NA
ENSG00000208004	microRNA 323b	NA
ENSG00000208005	microRNA 503	NA
ENSG00000208006	microRNA 16-1	NA
ENSG00000208008	microRNA 125a	NA
ENSG00000208009	microRNA 130a	NA
ENSG00000208012	microRNA let-7f-2	NA
ENSG00000208013	microRNA 652	NA
ENSG00000208014	microRNA 653	NA
ENSG00000208015	microRNA 362	NA
ENSG00000208017	microRNA 140	NA
ENSG00000208018	microRNA 645	NA
ENSG00000208022	microRNA 618	NA
ENSG00000208023	microRNA 185	NA
ENSG00000208024	microRNA 199a-2	NA
ENSG00000208025	microRNA 591	NA
ENSG00000208027	microRNA 485	NA
ENSG00000208028	microRNA 616	NA
ENSG00000208032	microRNA 548a-3	NA
ENSG00000208033	microRNA 609	NA
ENSG00000208036	microRNA 106b	NA
ENSG00000208037	microRNA 320a	NA
ENSG00000208308	small nucleolar RNA, H/ACA box 40B	NA
ENSG00000208772	small nucleolar RNA, C/D box 94	NA
ENSG00000208797	small nucleolar RNA, C/D box 73A	NA
ENSG00000208839	small nucleolar RNA, H/ACA box 35	NA
ENSG00000208883	small nucleolar RNA, C/D box 96B	NA
ENSG00000208892	small nucleolar RNA, H/ACA box 49	NA
ENSG00000209042	small nucleolar RNA, C/D box 12C	NA
ENSG00000209082	mitochondrially encoded tRNA-Leu (UUA/G) 1	NA
ENSG00000209480	small nucleolar RNA, C/D box 83B	NA
ENSG00000209482	small nucleolar RNA, C/D box 83A	NA
ENSG00000209582	small nucleolar RNA, H/ACA box 48	NA
ENSG00000209645	small nucleolar RNA, C/D box 105	NA
ENSG00000209702	small nucleolar RNA, C/D box 41	NA
ENSG00000210049	mitochondrially encoded tRNA-Phe (UUU/C)	NA
ENSG00000210077	mitochondrially encoded tRNA-Val (GUN)	NA
ENSG00000210082	mitochondrially encoded 16S rRNA	NA
ENSG00000210100	mitochondrially encoded tRNA-Ile (AUU/C)	NA
ENSG00000210107	mitochondrially encoded tRNA-Gln (CAA/G)	NA
ENSG00000210112	mitochondrially encoded tRNA-Met (AUA/G)	NA
ENSG00000210117	mitochondrially encoded tRNA-Trp (UGA/G)	NA
ENSG00000210127	mitochondrially encoded tRNA-Ala (GCN)	NA
ENSG00000210135	mitochondrially encoded tRNA-Asn (AAU/C)	NA
ENSG00000210140	mitochondrially encoded tRNA-Cys (UGU/C)	NA
ENSG00000210144	mitochondrially encoded tRNA-Tyr (UAU/C)	NA
ENSG00000210151	microRNA 12136	NA
ENSG00000210154	mitochondrially encoded tRNA-Asp (GAU/C)	NA
ENSG00000210156	mitochondrially encoded tRNA-Lys (AAA/G)	NA
ENSG00000210164	mitochondrially encoded tRNA-Gly (GGN)	NA
ENSG00000210174	mitochondrially encoded tRNA-Arg (CGN)	NA
ENSG00000210176	mitochondrially encoded tRNA-His (CAU/C)	NA
ENSG00000210181	RNA, U6atac small nuclear 4, pseudogene	NA
ENSG00000210184	mitochondrially encoded tRNA-Ser (AGU/C) 2	NA
ENSG00000210191	mitochondrially encoded tRNA-Leu (CUN) 2	NA
ENSG00000210194	mitochondrially encoded tRNA-Glu (GAA/G)	NA
ENSG00000210195	mitochondrially encoded tRNA-Thr (ACN)	NA
ENSG00000210196	mitochondrially encoded tRNA-Pro (CCN)	NA
ENSG00000210678	RNA, U6atac small nuclear 2, pseudogene	NA
ENSG00000210709	RNA, U6atac small nuclear 3, pseudogene	NA
ENSG00000210741	microRNA 196a-1	NA
ENSG00000210825	small nucleolar RNA, H/ACA box 40	NA
ENSG00000210839	RNA, U6atac small nuclear 5, pseudogene	NA
ENSG00000210841	RNA, U6atac small nuclear 26, pseudogene	NA
ENSG00000211137	microRNA 190a	NA
ENSG00000211445	glutathione peroxidase 3	NP_001316719.1,NP_002075.2
ENSG00000211448	iodothyronine deiodinase 2	NP_000784.3,NP_001311391.2,NP_001353425.1,NP_054644.1
ENSG00000211450	selenoprotein H	NP_001308264.1,NP_734467.1
ENSG00000211451	gonadotropin releasing hormone receptor 2 (pseudogene)	NA
ENSG00000211452	iodothyronine deiodinase 1	NP_000783.2,NP_001034804.1,NP_001034805.1,NP_001311245.1,NP_998758.1
ENSG00000211454	aldo-keto reductase family 7 like (gene/pseudogene)	NA
ENSG00000211455	serine/threonine kinase 38 like	NP_055815.1
ENSG00000211456	SAC1 like phosphatidylinositide phosphatase	NP_001306000.1,NP_001306001.1,NP_001306002.1,NP_054735.3
ENSG00000211459	mitochondrially encoded 12S rRNA	NA
ENSG00000211460	translin	NP_001248330.1,NP_004613.1
ENSG00000211491	microRNA 320d-1	NA
ENSG00000211513	microRNA 320e	NA
ENSG00000211514	microRNA 454	NA
ENSG00000211520	microRNA 216b	NA
ENSG00000211532	microRNA 526a-2	NA
ENSG00000211538	microRNA 501	NA
ENSG00000211543	microRNA 320b-1	NA
ENSG00000211563	microRNA 3065	NA
ENSG00000211568	microRNA 670	NA
ENSG00000211574	microRNA 770	NA
ENSG00000211575	microRNA 760	NA
ENSG00000211578	microRNA 766	NA
ENSG00000211579	microRNA 759	NA
ENSG00000211580	microRNA 769	NA
ENSG00000211581	microRNA 765	NA
ENSG00000211582	microRNA 758	NA
ENSG00000211583	microRNA 767	NA
ENSG00000211584	solute carrier family 48 member 1	NP_060312.2
ENSG00000211590	microRNA 802	NA
ENSG00000211591	microRNA 762	NA
ENSG00000211592	immunoglobulin kappa constant	NA
ENSG00000211593	immunoglobulin kappa joining 5	NA
ENSG00000211594	immunoglobulin kappa joining 4	NA
ENSG00000211595	immunoglobulin kappa joining 3	NA
ENSG00000211596	immunoglobulin kappa joining 2	NA
ENSG00000211597	immunoglobulin kappa joining 1	NA
ENSG00000211598	immunoglobulin kappa variable 4-1	NA
ENSG00000211599	immunoglobulin kappa variable 5-2	NA
ENSG00000211611	immunoglobulin kappa variable 6-21 (non-functional)	NA
ENSG00000211623	immunoglobulin kappa variable 2D-26	NA
ENSG00000211625	immunoglobulin kappa variable 3D-20	NA
ENSG00000211626	immunoglobulin kappa variable 6D-41 (non-functional)	NA
ENSG00000211632	immunoglobulin kappa variable 3D-11	NA
ENSG00000211633	immunoglobulin kappa variable 1D-42 (non-functional)	NA
ENSG00000211637	immunoglobulin lambda variable 4-69	NA
ENSG00000211638	immunoglobulin lambda variable 8-61	NA
ENSG00000211639	immunoglobulin lambda variable 4-60	NA
ENSG00000211640	immunoglobulin lambda variable 6-57	NA
ENSG00000211641	immunoglobulin lambda variable 11-55 (non-functional)	NA
ENSG00000211642	immunoglobulin lambda variable 10-54	NA
ENSG00000211643	immunoglobulin lambda variable 5-52	NA
ENSG00000211644	immunoglobulin lambda variable 1-51	NA
ENSG00000211645	immunoglobulin lambda variable 1-50 (non-functional)	NA
ENSG00000211647	immunoglobulin lambda variable 5-48 (non-functional)	NA
ENSG00000211648	immunoglobulin lambda variable 1-47	NA
ENSG00000211649	immunoglobulin lambda variable 7-46	NA
ENSG00000211650	immunoglobulin lambda variable 5-45	NA
ENSG00000211651	immunoglobulin lambda variable 1-44	NA
ENSG00000211652	immunoglobulin lambda variable 7-43	NA
ENSG00000211653	immunoglobulin lambda variable 1-40	NA
ENSG00000211654	immunoglobulin lambda variable 5-37	NA
ENSG00000211655	immunoglobulin lambda variable 1-36	NA
ENSG00000211656	immunoglobulin lambda variable 2-33 (non-functional)	NA
ENSG00000211657	immunoglobulin lambda variable 3-32 (non-functional)	NA
ENSG00000211658	immunoglobulin lambda variable 3-27	NA
ENSG00000211659	immunoglobulin lambda variable 3-25	NA
ENSG00000211660	immunoglobulin lambda variable 2-23	NA
ENSG00000211661	immunoglobulin lambda variable 3-22	NA
ENSG00000211662	immunoglobulin lambda variable 3-21	NA
ENSG00000211663	immunoglobulin lambda variable 3-19	NA
ENSG00000211664	immunoglobulin lambda variable 2-18	NA
ENSG00000211665	immunoglobulin lambda variable 3-16	NA
ENSG00000211666	immunoglobulin lambda variable 2-14	NA
ENSG00000211667	immunoglobulin lambda variable 3-12	NA
ENSG00000211668	immunoglobulin lambda variable 2-11	NA
ENSG00000211669	immunoglobulin lambda variable 3-10	NA
ENSG00000211670	immunoglobulin lambda variable 3-9	NA
ENSG00000211672	immunoglobulin lambda variable 4-3	NA
ENSG00000211673	immunoglobulin lambda variable 3-1	NA
ENSG00000211674	immunoglobulin lambda joining 1	NA
ENSG00000211675	immunoglobulin lambda constant 1	NA
ENSG00000211676	immunoglobulin lambda joining 2	NA
ENSG00000211677	immunoglobulin lambda constant 2	NA
ENSG00000211678	immunoglobulin lambda joining 3	NA
ENSG00000211679	immunoglobulin lambda constant 3 (Kern-Oz+ marker)	NA
ENSG00000211680	immunoglobulin lambda joining 4 (non-functional)	NA
ENSG00000211681	immunoglobulin lambda joining 5 (non-functional)	NA
ENSG00000211682	immunoglobulin lambda joining 6	NA
ENSG00000211684	immunoglobulin lambda joining 7	NA
ENSG00000211685	immunoglobulin lambda constant 7	NA
ENSG00000211687	T cell receptor gamma joining 2	NA
ENSG00000211688	T cell receptor gamma joining P2	NA
ENSG00000211689	TCR gamma alternate reading frame protein	NP_001003799.1,NP_001003806.1
ENSG00000211690	T cell receptor gamma joining 1	NA
ENSG00000211691	T cell receptor gamma joining P	NA
ENSG00000211692	T cell receptor gamma joining P1	NA
ENSG00000211693	T cell receptor gamma variable 11 (non-functional)	NA
ENSG00000211694	T cell receptor gamma variable 10 (non-functional)	NA
ENSG00000211695	T cell receptor gamma variable 9	NA
ENSG00000211696	T cell receptor gamma variable 8	NA
ENSG00000211697	T cell receptor gamma variable 5	NA
ENSG00000211698	T cell receptor gamma variable 4	NA
ENSG00000211699	T cell receptor gamma variable 3	NA
ENSG00000211701	T cell receptor gamma variable 1 (non-functional)	NA
ENSG00000211706	T cell receptor beta variable 6-1	NA
ENSG00000211707	T cell receptor beta variable 7-1 (non-functional)	NA
ENSG00000211710	T cell receptor beta variable 4-1	NA
ENSG00000211713	T cell receptor beta variable 6-4	NA
ENSG00000211714	T cell receptor beta variable 7-3	NA
ENSG00000211715	T cell receptor beta variable 5-3 (non-functional)	NA
ENSG00000211716	T cell receptor beta variable 9	NA
ENSG00000211717	T cell receptor beta variable 10-1	NA
ENSG00000211720	T cell receptor beta variable 11-1	NA
ENSG00000211721	T cell receptor beta variable 6-5	NA
ENSG00000211724	T cell receptor beta variable 6-6	NA
ENSG00000211725	T cell receptor beta variable 5-5	NA
ENSG00000211727	T cell receptor beta variable 7-6	NA
ENSG00000211728	T cell receptor beta variable 5-6	NA
ENSG00000211731	T cell receptor beta variable 5-7 (non-functional)	NA
ENSG00000211734	T cell receptor beta variable 5-1	NA
ENSG00000211739	T cell receptor beta variable 12-2 (pseudogene)	NA
ENSG00000211745	T cell receptor beta variable 4-2	NA
ENSG00000211746	T cell receptor beta variable 19	NA
ENSG00000211747	T cell receptor beta variable 20-1	NA
ENSG00000211749	T cell receptor beta variable 23-1 (non-functional)	NA
ENSG00000211750	T cell receptor beta variable 24-1	NA
ENSG00000211751	T cell receptor beta constant 1	NA
ENSG00000211752	T cell receptor beta variable 27	NA
ENSG00000211753	T cell receptor beta variable 28	NA
ENSG00000211764	T cell receptor beta joining 2-1	NA
ENSG00000211765	T cell receptor beta joining 2-2	NA
ENSG00000211766	T cell receptor beta joining 2-2P (non-functional)	NA
ENSG00000211767	T cell receptor beta joining 2-3	NA
ENSG00000211768	T cell receptor beta joining 2-4	NA
ENSG00000211769	T cell receptor beta joining 2-5	NA
ENSG00000211770	T cell receptor beta joining 2-6	NA
ENSG00000211771	T cell receptor beta joining 2-7	NA
ENSG00000211772	T cell receptor beta constant 2	NA
ENSG00000211776	T cell receptor alpha variable 2	NA
ENSG00000211777	T cell receptor alpha variable 3	NA
ENSG00000211778	T cell receptor alpha variable 4	NA
ENSG00000211779	T cell receptor alpha variable 5	NA
ENSG00000211780	T cell receptor alpha variable 6	NA
ENSG00000211781	T cell receptor alpha variable 7	NA
ENSG00000211782	T cell receptor alpha variable 8-1	NA
ENSG00000211783	T cell receptor alpha variable 9-1	NA
ENSG00000211784	T cell receptor alpha variable 10	NA
ENSG00000211785	T cell receptor alpha variable 12-1	NA
ENSG00000211786	T cell receptor alpha variable 8-2	NA
ENSG00000211787	T cell receptor alpha variable 8-3	NA
ENSG00000211788	T cell receptor alpha variable 13-1	NA
ENSG00000211789	T cell receptor alpha variable 12-2	NA
ENSG00000211790	T cell receptor alpha variable 8-4	NA
ENSG00000211791	T cell receptor alpha variable 13-2	NA
ENSG00000211792	T cell receptor alpha variable 14/delta variable 4	NA
ENSG00000211793	T cell receptor alpha variable 9-2	NA
ENSG00000211794	T cell receptor alpha variable 12-3	NA
ENSG00000211795	T cell receptor alpha variable 8-6	NA
ENSG00000211796	T cell receptor alpha variable 16	NA
ENSG00000211797	T cell receptor alpha variable 17	NA
ENSG00000211798	T cell receptor alpha variable 18	NA
ENSG00000211799	T cell receptor alpha variable 19	NA
ENSG00000211800	T cell receptor alpha variable 20	NA
ENSG00000211801	T cell receptor alpha variable 21	NA
ENSG00000211802	T cell receptor alpha variable 22	NA
ENSG00000211803	T cell receptor alpha variable 23/delta variable 6	NA
ENSG00000211804	T cell receptor delta variable 1	NA
ENSG00000211805	T cell receptor alpha variable 24	NA
ENSG00000211806	T cell receptor alpha variable 25	NA
ENSG00000211807	T cell receptor alpha variable 26-1	NA
ENSG00000211808	T cell receptor alpha variable 8-7 (pseudogene)	NA
ENSG00000211809	T cell receptor alpha variable 27	NA
ENSG00000211810	T cell receptor alpha variable 29/delta variable 5	NA
ENSG00000211812	T cell receptor alpha variable 26-2	NA
ENSG00000211813	T cell receptor alpha variable 34	NA
ENSG00000211814	T cell receptor alpha variable 35	NA
ENSG00000211815	T cell receptor alpha variable 36/delta variable 7	NA
ENSG00000211816	T cell receptor alpha variable 38-1	NA
ENSG00000211817	T cell receptor alpha variable 38-2/delta variable 8	NA
ENSG00000211818	T cell receptor alpha variable 39	NA
ENSG00000211819	T cell receptor alpha variable 40	NA
ENSG00000211820	T cell receptor alpha variable 41	NA
ENSG00000211821	T cell receptor delta variable 2	NA
ENSG00000211825	T cell receptor delta joining 1	NA
ENSG00000211826	T cell receptor delta joining 4	NA
ENSG00000211827	T cell receptor delta joining 2	NA
ENSG00000211828	T cell receptor delta joining 3	NA
ENSG00000211829	T cell receptor delta constant	NA
ENSG00000211831	T cell receptor alpha joining 61 (non-functional)	NA
ENSG00000211832	T cell receptor alpha joining 59 (non-functional)	NA
ENSG00000211833	T cell receptor alpha joining 58 (non-functional)	NA
ENSG00000211834	T cell receptor alpha joining 57	NA
ENSG00000211835	T cell receptor alpha joining 56	NA
ENSG00000211836	T cell receptor alpha joining 54	NA
ENSG00000211837	T cell receptor alpha joining 53	NA
ENSG00000211838	T cell receptor alpha joining 52	NA
ENSG00000211839	T cell receptor alpha joining 50	NA
ENSG00000211840	T cell receptor alpha joining 49	NA
ENSG00000211841	T cell receptor alpha joining 48	NA
ENSG00000211842	T cell receptor alpha joining 47	NA
ENSG00000211843	T cell receptor alpha joining 46	NA
ENSG00000211844	T cell receptor alpha joining 45	NA
ENSG00000211845	T cell receptor alpha joining 44	NA
ENSG00000211846	T cell receptor alpha joining 43	NA
ENSG00000211847	T cell receptor alpha joining 42	NA
ENSG00000211848	T cell receptor alpha joining 41	NA
ENSG00000211849	T cell receptor alpha joining 40	NA
ENSG00000211850	T cell receptor alpha joining 39	NA
ENSG00000211851	T cell receptor alpha joining 38	NA
ENSG00000211854	T cell receptor alpha joining 35 (non-functional)	NA
ENSG00000211855	T cell receptor alpha joining 34	NA
ENSG00000211856	T cell receptor alpha joining 33	NA
ENSG00000211857	T cell receptor alpha joining 32	NA
ENSG00000211858	T cell receptor alpha joining 31	NA
ENSG00000211859	T cell receptor alpha joining 30	NA
ENSG00000211860	T cell receptor alpha joining 29	NA
ENSG00000211861	T cell receptor alpha joining 28	NA
ENSG00000211862	T cell receptor alpha joining 27	NA
ENSG00000211863	T cell receptor alpha joining 26	NA
ENSG00000211864	T cell receptor alpha joining 25 (non-functional)	NA
ENSG00000211865	T cell receptor alpha joining 24	NA
ENSG00000211866	T cell receptor alpha joining 23	NA
ENSG00000211867	T cell receptor alpha joining 22	NA
ENSG00000211868	T cell receptor alpha joining 21	NA
ENSG00000211869	T cell receptor alpha joining 20	NA
ENSG00000211870	T cell receptor alpha joining 19 (non-functional)	NA
ENSG00000211871	T cell receptor alpha joining 18	NA
ENSG00000211872	T cell receptor alpha joining 17	NA
ENSG00000211873	T cell receptor alpha joining 16	NA
ENSG00000211875	T cell receptor alpha joining 14	NA
ENSG00000211876	T cell receptor alpha joining 13	NA
ENSG00000211877	T cell receptor alpha joining 12	NA
ENSG00000211878	T cell receptor alpha joining 11	NA
ENSG00000211879	T cell receptor alpha joining 10	NA
ENSG00000211880	T cell receptor alpha joining 9	NA
ENSG00000211881	T cell receptor alpha joining 8	NA
ENSG00000211882	T cell receptor alpha joining 7	NA
ENSG00000211883	T cell receptor alpha joining 6	NA
ENSG00000211884	T cell receptor alpha joining 5	NA
ENSG00000211885	T cell receptor alpha joining 4	NA
ENSG00000211886	T cell receptor alpha joining 3	NA
ENSG00000211887	T cell receptor alpha joining 2 (non-functional)	NA
ENSG00000211888	T cell receptor alpha joining 1 (non-functional)	NA
ENSG00000211890	immunoglobulin heavy constant alpha 2 (A2m marker)	NA
ENSG00000211891	immunoglobulin heavy constant epsilon	NA
ENSG00000211892	immunoglobulin heavy constant gamma 4 (G4m marker)	NA
